episode,worker_id,env_idx,reward,success,timeout,collisions,steps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
833,4,0,198.94787812152106,1,0,0,65,0.05,196.9250863318973,0,1,199.3594417963513,0,0,199.39411089047974,0,0,199.52456302425435,0,0,199.53618856462265,0,0
834,10,0,-659.0459906814228,0,1,0,700,0.05,-428.94908386061024,2,0,-587.9414335786158,2,53,-399.31435186494247,0,0,-474.6549498159874,5,0,-1404.3701342869579,67,0
835,1,0,-399.27228081035616,0,1,0,700,0.05,-399.3513547095984,0,0,-399.5771413024514,0,0,-399.3518026060496,0,0,-399.1892685026711,0,0,-398.89183693100847,0,0
836,3,0,-402.4164012911738,0,1,0,700,0.05,-399.39741407762733,0,0,-399.2977177700075,0,0,-399.4330656452389,0,0,-399.4910618173076,0,0,-414.4627471456883,1,0
837,4,1,-441.3024545076811,0,1,0,700,0.05,-398.8265197296417,0,0,-399.3524866615358,0,0,-399.30399678338654,0,0,-399.37206844633727,0,0,-609.6572009175032,14,0
838,11,0,-414.9856910596927,0,1,0,700,0.05,-399.4193373696887,0,0,-399.57846473398973,0,0,-399.27820918982405,0,0,-468.2204400062771,0,23,-408.4320039986817,0,3
839,0,0,-399.42411632657047,0,1,0,700,0.05,-399.3522148141758,0,0,-399.3341035276137,0,0,-399.3278592400825,0,0,-399.28869249873594,0,0,-399.81771155224226,0,0
840,0,1,-428.511020557922,0,1,0,700,0.05,-399.31515867624114,0,0,-399.706861979645,0,0,-540.6650752982977,0,47,-402.70750615156106,0,1,-400.1605006838658,0,0
841,8,0,-539.8468417266508,0,1,0,700,0.05,-939.4205641039366,34,10,-453.43754329736896,2,8,-420.28354953751517,0,7,-483.5717958979243,0,28,-402.5207557965093,0,1
842,6,0,-417.0005766618312,0,1,0,700,0.05,-399.421907038306,0,0,-399.66520333945596,0,0,-399.6141383094967,0,0,-477.595312854291,0,26,-408.70632176760796,0,3
843,1,1,-399.4346313233895,0,1,0,700,0.05,-399.4587602591042,0,0,-399.46657320311704,0,0,-399.2973385428589,0,0,-399.47538726695495,0,0,-399.4750973449095,0,0
844,10,1,-420.7463165594149,0,1,0,700,0.05,-399.34418444859875,0,0,-399.7772376888185,0,0,-399.8401928031885,0,0,-399.7703742912452,0,0,-504.999593565223,7,0
845,7,0,-427.41268131779526,0,1,0,700,0.05,-519.7165551983518,8,0,-399.96149975332673,0,0,-417.90395048127397,0,6,-399.8031234522752,0,0,-399.6782777037465,0,0
846,7,1,-447.9027656919222,0,1,0,700,0.05,-414.1572387113512,1,0,-444.36011253917627,3,0,-519.4929589627634,8,0,-453.3281219597798,0,18,-408.1753962865376,0,3
847,3,1,-399.17590985546633,0,1,0,700,0.05,-398.56524484937523,0,0,-399.07456388336703,0,0,-399.3784596440138,0,0,-399.4122894061839,0,0,-399.4489914943919,0,0
848,6,1,-400.4396602732478,0,1,0,700,0.05,-399.0418871835494,0,0,-399.13351530242363,0,0,-399.35189579194986,0,0,-399.2498271820388,0,0,-405.42117590627674,0,2
849,8,1,-431.22252915941107,0,1,0,700,0.05,-441.7012963941491,0,14,-471.43116398541787,0,24,-399.1740756009368,0,0,-444.2936921131591,0,15,-399.51241770339396,0,0
850,2,1,-417.29133983550065,0,1,0,700,0.05,-429.1801550673152,2,0,-399.3112084618844,0,0,-399.31320390864965,0,0,-399.3366441437349,0,0,-459.3154875959194,3,5
851,5,0,-399.47452412900265,0,1,0,700,0.05,-399.4524961225013,0,0,-399.6657993082861,0,0,-399.552297782077,0,0,-399.3706981835066,0,0,-399.33132924864157,0,0
852,11,1,-462.38866862970315,0,1,0,700,0.05,-534.444613863833,9,0,-549.4553988161931,10,0,-414.50566407293974,1,0,-414.33221980870337,1,0,-399.20544658684815,0,0
853,9,0,-408.87159316335504,0,1,0,700,0.05,-399.0532406004053,0,0,-399.0317860360593,0,0,-429.3414216089872,0,10,-411.3694417352984,0,4,-405.56207583602463,0,2
854,9,1,-410.8378502061014,0,1,0,700,0.05,-456.5465839069031,0,19,-399.4087931902913,0,0,-399.41561487499405,0,0,-399.47551892845325,0,0,-399.3427401298689,0,0
855,2,0,-399.5364701406173,0,1,0,700,0.05,-399.60215288635663,0,0,-399.5742840886707,0,0,-399.53351671945444,0,0,-399.53818794780045,0,0,-399.43420906080377,0,0
856,5,1,-399.306551855741,0,1,0,700,0.05,-399.38691932086874,0,0,-399.3555383363634,0,0,-399.2045776000572,0,0,-399.2110800792582,0,0,-399.3746439421579,0,0
857,10,1,214.2870765721575,1,0,0,37,0.05,221.59394832934225,0,0,221.63955250931912,0,0,215.31689676957475,0,2,221.47183334180696,0,0,191.41315191074426,0,11
858,4,0,-408.5462853497194,0,1,0,700,0.05,-399.697030087266,0,0,-402.6109948897622,0,1,-399.5050449145417,0,0,-441.47985067077167,0,14,-399.4385061862527,0,0
859,5,0,-405.7965452548263,0,1,0,700,0.05,-399.17062396659503,0,0,-398.97655616215394,0,0,-432.30864398589,0,11,-399.1865175052568,0,0,-399.3403846542353,0,0
860,4,1,-399.3159900344704,0,1,0,700,0.05,-399.1055135552094,0,0,-399.17030457648633,0,0,-399.2310979411874,0,0,-399.55215863531805,0,0,-399.5208754641506,0,0
861,9,0,-423.40697709838713,0,1,0,700,0.05,-444.01441177102924,3,0,-429.3162751388274,2,0,-399.45807861399913,0,0,-399.62497876688224,0,0,-444.62114120119463,3,0
862,3,0,-400.58555013801663,0,1,0,700,0.05,-402.69399767765645,0,1,-399.95399174243823,0,0,-399.9607447145758,0,0,-400.11137192787925,0,0,-400.2076446275305,0,0
863,7,0,-404.65584223422064,0,1,0,700,0.05,-414.140711229424,1,0,-399.13304364779253,0,0,-399.1342004408131,0,0,-399.4037635869959,0,0,-411.4674922660765,0,4
864,1,0,-401.7476368472079,0,1,0,700,0.05,-399.2578582555011,0,0,-399.2816372868157,0,0,-399.42338401230245,0,0,-399.49002605208983,0,0,-411.2852786293305,0,4
865,11,0,-399.30922733531463,0,1,0,700,0.05,-399.24023689589154,0,0,-399.3577297486909,0,0,-399.1406175422523,0,0,-399.278507367182,0,0,-399.52904512255674,0,0
866,0,0,-399.33399181835347,0,1,0,700,0.05,-399.2505046095854,0,0,-399.317972994152,0,0,-399.31859081306567,0,0,-399.3187212615919,0,0,-399.4641694133729,0,0
867,2,1,-399.67139783542916,0,1,0,700,0.05,-399.219429318269,0,0,-399.03571361409007,0,0,-398.89178285078947,0,0,-399.1282959057452,0,0,-402.0817674882507,0,1
868,3,1,-469.24603059780395,0,1,0,700,0.05,-420.76302808332593,0,7,-399.5972206578561,0,0,-567.8404660420225,0,56,-477.61361832041274,0,26,-480.4158198853994,5,2
869,7,1,-399.4240367403245,0,1,0,700,0.05,-399.490265796878,0,0,-399.43399401686463,0,0,-399.3901075635749,0,0,-399.454558230182,0,0,-399.3512580941227,0,0
870,11,1,-464.43866980965885,0,1,0,700,0.05,-563.9844565713873,11,0,-546.5135692795349,0,49,-411.5111504712872,0,4,-400.0941982149161,0,0,-400.08997451117256,0,0
871,6,0,-399.8884011703906,0,1,0,700,0.05,-402.2800228753907,0,1,-399.5075179713948,0,0,-399.384029379243,0,0,-399.1091482546466,0,0,-399.1612873712785,0,0
872,0,1,-417.39680566255873,0,1,0,700,0.05,-399.4499551598272,0,0,-399.41945793946564,0,0,-399.40480529393164,0,0,-444.33841442825707,3,0,-444.3713954913158,3,0
873,8,0,-411.6324656344564,0,1,0,700,0.05,-399.62297403077946,0,0,-459.71540723076197,4,0,-399.63101137795314,0,0,-399.6373597127763,0,0,-399.55557582001035,0,0
874,8,1,-474.97306056633886,0,1,0,700,0.05,-471.19394205012003,0,24,-519.1486712605933,0,40,-399.41141134424896,0,0,-402.5008593837218,0,1,-582.6104187930147,0,61
875,6,1,-399.42322743109526,0,1,0,700,0.05,-399.5085481979705,0,0,-399.7306229814645,0,0,-399.59099956742523,0,0,-399.1235076412465,0,0,-399.16245876736866,0,0
876,9,1,-444.2162339838501,0,1,0,700,0.05,-398.81651688736866,0,0,-399.2177509812619,0,0,-399.49848237890757,0,0,-624.2969917692426,15,0,-399.25142790246974,0,0
877,10,0,-422.80313298819755,0,1,0,700,0.05,-405.53637069151176,0,2,-426.47148747246666,0,9,-402.40244039819663,0,1,-471.26458677458885,0,24,-408.34077960422115,0,3
878,1,1,-402.5367715356731,0,1,0,700,0.05,-414.4309093003006,0,5,-399.5673534181954,0,0,-399.50319178982147,0,0,-399.64874752952664,0,0,-399.53365564052024,0,0
879,5,1,-399.4411407848917,0,1,0,700,0.05,-399.4034119818795,0,0,-399.42609064033354,0,0,-399.5008171402767,0,0,-399.4420292023895,0,0,-399.43335495957876,0,0
880,2,0,-399.342028986811,0,1,0,700,0.05,-398.7698066705984,0,0,-399.27736985817705,0,0,-399.4763200864391,0,0,-399.61293194644117,0,0,-399.5737163723984,0,0
881,7,0,245.78687413005426,1,0,0,6,0.05,245.78660692478155,0,0,245.78749211851698,0,0,245.7876450767161,0,0,245.78622543873902,0,0,245.78640109151758,0,0
882,10,1,-440.1431823958658,0,1,0,700,0.05,-444.1053954158906,3,0,-507.4671109379883,3,21,-438.5928634615601,0,13,-399.32665488519854,0,0,-411.2238872786931,0,4
883,4,0,-447.7793421537785,0,1,0,700,0.05,-402.15200239653086,0,1,-414.21038336778133,0,5,-399.26413269185747,0,0,-588.1701569286838,8,23,-435.1000353840376,1,7
884,11,0,-399.40610093345157,0,1,0,700,0.05,-399.2697796055319,0,0,-399.3491845338724,0,0,-399.4519689681731,0,0,-399.47386443715527,0,0,-399.4857071225217,0,0
885,9,0,-420.65956176825273,0,1,0,700,0.05,-462.85116130641586,0,21,-405.7581556895446,0,2,-399.6524728177225,0,0,-435.57208502917973,2,2,-399.4639339984015,0,0
886,6,0,-400.7741210421197,0,1,0,700,0.05,-399.58389156637725,0,0,-399.56729257743785,0,0,-399.4257822542764,0,0,-402.7581651045027,0,1,-402.5354737080033,0,1
887,0,0,-399.3848602775128,0,1,0,700,0.05,-399.40288318431396,0,0,-399.3707433497365,0,0,-399.3744763960462,0,0,-399.41037966931486,0,0,-399.36581878815247,0,0
888,1,0,-399.4298068066532,0,1,0,700,0.05,-399.4953686172656,0,0,-399.37539920970283,0,0,-399.44693369689645,0,0,-399.27137779811056,0,0,-399.55995471129097,0,0
889,8,0,-477.83474652905414,0,1,0,700,0.05,-474.59121264052135,5,0,-609.9393977747727,14,0,-474.9247478905032,5,0,-429.9191069213416,2,0,-399.79926741813546,0,0
890,4,1,-399.5474239120744,0,1,0,700,0.05,-399.7143158701311,0,0,-399.6362927600784,0,0,-399.5444220680764,0,0,-399.60149652624153,0,0,-399.2405923358457,0,0
891,5,0,-402.45442807673584,0,1,0,700,0.05,-399.1346944282584,0,0,-399.37526281087537,0,0,-399.3731628382516,0,0,-414.572085950305,0,5,-399.81693435599027,0,0
892,11,1,-402.50317415610994,0,1,0,700,0.05,-399.64633606931795,0,0,-414.7052679935288,1,0,-399.56404784889463,0,0,-399.40076524735986,0,0,-399.19945362144836,0,0
893,10,0,-465.56084762206655,0,1,0,700,0.05,-402.2236483108503,0,1,-525.4595547884539,0,42,-435.45406583957003,0,12,-564.8655921753151,11,0,-399.8013769961439,0,0
894,6,1,-401.5380494844492,0,1,0,700,0.05,-407.84185950765567,0,3,-398.81835279228375,0,0,-399.36067825911846,0,0,-399.3136188086415,0,0,-402.35573805454794,0,1
895,1,1,-422.14587749850756,0,1,0,700,0.05,-404.9730896232827,0,2,-432.26081110057623,0,11,-423.18929002925586,0,8,-399.67661997673906,0,0,-450.6295767626875,3,2
896,8,1,-411.62882172693395,0,1,0,700,0.05,-399.65765488502245,0,0,-399.6397949464075,0,0,-414.6270844761384,1,0,-429.6325379239758,2,0,-414.5870364031253,1,0
897,0,1,-444.06698546861344,0,1,0,700,0.05,-441.7152855038959,0,14,-399.6254035189892,0,0,-399.4981433793348,0,0,-399.72665075418837,0,0,-579.7694441866588,12,0
898,9,1,-399.4747778638522,0,1,0,700,0.05,-399.467879951994,0,0,-399.4723134988747,0,0,-399.472325526891,0,0,-399.47415535041114,0,0,-399.4872149910912,0,0
899,2,1,-399.45120862294414,0,1,0,700,0.05,-399.4488761956128,0,0,-399.53796883811975,0,0,-399.3825102772553,0,0,-399.5487728957695,0,0,-399.3379149079645,0,0
900,7,1,-398.91924918569117,0,1,0,700,0.05,-398.6403478514029,0,0,-398.6500410332758,0,0,-399.02487511621615,0,0,-399.01786400930285,0,0,-399.26311791825856,0,0
901,3,0,-399.3302469265007,0,1,0,700,0.05,-399.27630631402076,0,0,-399.29781588511133,0,0,-399.2868904148405,0,0,-399.41006855151653,0,0,-399.38015346701553,0,0
902,3,1,-415.15035540356223,0,1,0,700,0.05,-399.3960958081344,0,0,-477.4010089078093,0,26,-399.55752391929065,0,0,-399.70187515560644,0,0,-399.6952732269682,0,0
903,7,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
904,5,1,-399.46539826740667,0,1,0,700,0.05,-399.56411022246857,0,0,-399.4743107800199,0,0,-399.37299278732513,0,0,-399.45719883176366,0,0,-399.4583787154551,0,0
905,2,0,-399.2216836937051,0,1,0,700,0.05,-399.0016390138032,0,0,-399.1448750536494,0,0,-399.1097519770607,0,0,-399.45621751937716,0,0,-399.3959349046346,0,0
906,7,0,-708.0460301495395,0,1,0,700,0.05,-399.7162167782087,0,0,-492.6304229509102,4,11,-879.5900770409448,32,0,-744.4889328181736,23,0,-1023.804501159462,32,48
907,5,1,234.87344027560127,1,0,0,20,0.05,234.8600554423601,0,0,235.00898955322737,0,0,234.8475270565217,0,0,234.82816121267462,0,0,234.8224681132225,0,0
908,10,1,-440.4759922059783,0,1,0,700,0.05,-399.4021189701151,0,0,-453.68360886152215,0,18,-504.8979382812889,0,35,-444.8039482602089,0,15,-399.5923466567581,0,0
909,4,0,-399.8533327825138,0,1,0,700,0.05,-399.92767655727096,0,0,-399.9486532540526,0,0,-399.8752677170012,0,0,-399.84810290405807,0,0,-399.6669634801889,0,0
910,3,0,-399.32444859880155,0,1,0,700,0.05,-399.37195118388456,0,0,-399.41738007950187,0,0,-399.46250021295515,0,0,-399.12074760153746,0,0,-399.24966391612844,0,0
911,1,0,-399.4288032217141,0,1,0,700,0.05,-399.4173737816062,0,0,-399.3169961466206,0,0,-399.48590387661676,0,0,-399.5228707638177,0,0,-399.4008715399074,0,0
912,0,0,-434.6841693874458,0,1,0,700,0.05,-423.04787026353273,0,8,-399.0681507365365,0,0,-399.09385255593475,0,0,-453.59636952764805,0,18,-498.61460385357924,0,33
913,11,0,-399.4711681303762,0,1,0,700,0.05,-399.3687004373238,0,0,-399.4863214236876,0,0,-399.50407016144726,0,0,-399.5015956278354,0,0,-399.4951530015873,0,0
914,4,1,-399.41576991044644,0,1,0,700,0.05,-399.256474082765,0,0,-399.5059568536872,0,0,-399.4328453849002,0,0,-399.4547519792476,0,0,-399.42882125163055,0,0
915,5,0,-429.2679970308659,0,1,0,700,0.05,-428.99774238373226,0,10,-399.2018917684475,0,0,-399.28701661335265,0,0,-399.45949730940583,0,0,-519.3938370793908,8,0
916,3,1,-402.4616509254606,0,1,0,700,0.05,-399.4595767033034,0,0,-399.3610835155246,0,0,-399.53776866508963,0,0,-399.3763219145604,0,0,-414.5735038288263,1,0
917,11,1,-409.06855220037306,0,1,0,700,0.05,-402.27864267011074,0,1,-444.5316471089017,3,0,-399.7756398659172,0,0,-399.45543267884335,0,0,-399.301398678093,0,0
918,6,0,-399.5276784463871,0,1,0,700,0.05,-399.734816324375,0,0,-399.7084509601278,0,0,-399.5049614036917,0,0,-399.42876983055754,0,0,-399.26139371318493,0,0
919,8,0,-420.32155487609265,0,1,0,700,0.05,-414.0761607680469,1,0,-489.0953336621817,6,0,-399.3783413221264,0,0,-399.3898369888697,0,0,-399.6681016392371,0,0
920,8,1,-402.8067367116766,0,1,0,700,0.05,-417.1446229875599,0,6,-399.30763700715596,0,0,-399.24150388853667,0,0,-399.0762657036424,0,0,-399.26365397148885,0,0
921,1,1,-398.83594781622406,0,1,0,700,0.05,-398.61543090528875,0,0,-398.7957551425169,0,0,-398.9321234940611,0,0,-398.98860191608844,0,0,-398.8478276231675,0,0
922,6,1,-425.6428910225115,0,1,0,700,0.05,-399.31127977978963,0,0,-399.01655915935424,0,0,-399.2741608698616,0,0,-444.1799930544832,3,0,-486.43246224906983,4,9
923,9,0,-409.72923869430394,0,1,0,700,0.05,-398.62248067265244,0,0,-446.82013648209244,0,16,-398.977162418675,0,0,-399.1459562196791,0,0,-405.080457678421,0,2
924,0,1,-462.5686070978192,0,1,0,700,0.05,-399.3134949128234,0,0,-399.74769471176313,0,0,-399.5904036936378,0,0,-699.6010884669951,20,0,-414.5903537038784,1,0
925,10,0,-438.392379748653,0,1,0,700,0.05,-405.72894047272115,0,2,-462.9109265461374,0,21,-432.8927599704123,0,11,-415.22690669705463,0,5,-475.2023650569386,5,0
926,9,1,-401.82027105621336,0,1,0,700,0.05,-402.8524497270684,0,1,-399.58388146859113,0,0,-399.50633226508114,0,0,-399.29394902015935,0,0,-407.8647428001676,0,3
927,2,1,-654.0497495030393,0,1,0,700,0.05,-398.67521857849664,0,0,-894.2014804576286,33,0,-1104.1724360186752,47,0,-474.1293396326407,5,0,-399.0702728277558,0,0
928,2,0,-402.31775425837503,0,1,0,700,0.05,-399.42658353877283,0,0,-399.295486323504,0,0,-399.3417662059433,0,0,-399.3550711970467,0,0,-414.16986402660876,0,5
929,7,1,-440.083484193657,0,1,0,700,0.05,-554.9070403208497,0,52,-399.29088623738465,0,0,-420.27654648408225,0,7,-426.2601328673681,0,9,-399.6828150585997,0,0
930,3,0,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
931,7,0,-414.4289579314154,0,1,0,700,0.05,-474.2805682330094,5,0,-399.27012833041334,0,0,-399.40953528848223,0,0,-399.3786812706784,0,0,-399.80587653449396,0,0
932,5,1,-399.32035979060913,0,1,0,700,0.05,-399.16786200676466,0,0,-399.41432325717716,0,0,-399.54699397665144,0,0,-399.51315301290623,0,0,-398.9594666995475,0,0
933,10,1,-618.9818786452317,0,1,0,700,0.05,-1284.5373810080441,59,0,-414.59836783008467,1,0,-400.21067163803133,0,0,-400.27911102101194,0,0,-595.2838617289851,13,0
934,4,0,-399.35693024367083,0,1,0,700,0.05,-399.20988591550326,0,0,-399.20822701783544,0,0,-399.43249239095223,0,0,-399.47077107705275,0,0,-399.4632748170102,0,0
935,6,0,-417.24284531219496,0,1,0,700,0.05,-399.09992215099146,0,0,-399.3430876472175,0,0,-399.43734403616315,0,0,-399.24701329117727,0,0,-489.0868594354231,6,0
936,11,0,-402.3610038931481,0,1,0,700,0.05,-399.44313792619306,0,0,-399.3650675634725,0,0,-399.3936804947305,0,0,-399.2361700023057,0,0,-414.36696347903825,1,0
937,0,0,-399.1982221370554,0,1,0,700,0.05,-398.8850737999568,0,0,-399.23769071500084,0,0,-399.26106037924365,0,0,-399.2987951760974,0,0,-399.3084906149795,0,0
938,8,0,-411.84601882843276,0,1,0,700,0.05,-399.11459092277346,0,0,-399.0432830971214,0,0,-429.4219482352678,0,10,-432.38070775183405,0,11,-399.2695641351667,0,0
939,1,0,-399.54985817019644,0,1,0,700,0.05,-399.3833470294618,0,0,-399.41885878270614,0,0,-399.5894490455274,0,0,-399.5162204949756,0,0,-399.8414154983114,0,0
940,3,1,-416.6195100297892,0,1,0,700,0.05,-399.44653646873104,0,0,-399.4468457834506,0,0,-399.77052814478134,0,0,-484.2289572403161,0,28,-400.2046825116664,0,0
941,4,1,-399.21317534159044,0,1,0,700,0.05,-399.1687305414264,0,0,-399.0573430213736,0,0,-399.22285326523337,0,0,-399.36265785876145,0,0,-399.2542920211562,0,0
942,6,1,-399.62360768561376,0,1,0,700,0.05,-399.66780222296023,0,0,-399.6922573982147,0,0,-399.65394382215635,0,0,-399.61362301065134,0,0,-399.4904119740854,0,0
943,2,1,-408.31583239767804,0,1,0,700,0.05,-399.11302166731826,0,0,-399.2444804008857,0,0,-399.2986850419602,0,0,-399.44282367243335,0,0,-444.4801512057925,3,0
944,8,1,-438.1571900789671,0,1,0,700,0.05,-398.89340754160867,0,0,-399.1707783062679,0,0,-594.2441636484655,13,0,-399.2386571519995,0,0,-399.2389437464938,0,0
945,9,0,-402.4265797959818,0,1,0,700,0.05,-402.5343750648059,0,1,-399.87658411303556,0,0,-400.24843860192135,0,0,-400.2473790007861,0,0,-409.2261221993571,0,3
946,9,1,-406.8617833826527,0,1,0,700,0.05,-402.4665338385097,0,1,-420.2017127436186,0,7,-399.13873057362923,0,0,-398.80248280219047,0,0,-413.6994569553148,0,5
947,0,1,-399.4418207612528,0,1,0,700,0.05,-399.33237069510915,0,0,-399.3353488353759,0,0,-399.4110146599222,0,0,-399.442977253011,0,0,-399.6873923628462,0,0
948,11,1,-454.13915130417934,0,1,0,700,0.05,-414.4565551854878,1,0,-549.6511175073308,10,0,-504.568586349317,7,0,-399.6151777181584,0,0,-402.4043197606012,0,1
949,1,1,-438.2988906997552,0,1,0,700,0.05,-519.1195820958997,8,0,-399.1157497305798,0,0,-474.12543673835904,5,0,-399.6043745604331,0,0,-399.52931037350146,0,0
950,5,0,-402.1820540364774,0,1,0,700,0.05,-414.6267602602909,0,5,-399.6137220502958,0,0,-399.252830194285,0,0,-398.82936282137894,0,0,-398.58759485613945,0,0
951,10,0,-408.650291141698,0,1,0,700,0.05,-414.5031051415127,1,0,-414.72170316391566,1,0,-414.64664445997175,1,0,-399.70118308116616,0,0,-399.6788198619258,0,0
952,2,0,-399.1851274776162,0,1,0,700,0.05,-399.24642319242673,0,0,-399.06661617408776,0,0,-399.0150913501054,0,0,-399.2303668427717,0,0,-399.36713982869077,0,0
953,3,0,-401.6971393698367,0,1,0,700,0.05,-408.5751394209768,0,3,-399.85597343722117,0,0,-399.84479897684037,0,0,-400.0779776073974,0,0,-400.13180740675,0,0
954,7,1,-399.72870699575077,0,1,0,700,0.05,-399.4890054143632,0,0,-399.73151217894275,0,0,-399.74271891980004,0,0,-399.7430276785392,0,0,-399.9372707871096,0,0
955,0,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
956,7,0,-680.4264712156478,0,1,0,700,0.05,-651.9368473429215,0,84,-738.8013928542474,18,23,-1104.7004778589546,47,0,-444.5572380222237,3,0,-462.1363999998885,4,1
957,5,1,-399.24602005951203,0,1,0,700,0.05,-399.6176902474512,0,0,-399.281964819747,0,0,-399.39136660183215,0,0,-398.99917781405895,0,0,-398.93990081447123,0,0
958,10,1,-433.7099306710464,0,1,0,700,0.05,-450.3417288421708,0,17,-399.32754789265465,0,0,-498.6848700834579,0,33,-399.5925778264484,0,0,-420.6029287105007,0,7
959,4,0,-399.11548904120735,0,1,0,700,0.05,-398.6250509849356,0,0,-399.1773890667103,0,0,-399.13186946778933,0,0,-399.42635823522613,0,0,-399.2167774513732,0,0
960,2,0,140.5214338171702,1,0,0,140,0.05,140.51078966006787,0,0,140.48589205069422,0,0,140.5035431775956,0,0,140.4807921561297,0,0,140.62615204136335,0,0
961,5,0,-400.0100339808802,0,1,0,700,0.05,-399.78371417925047,0,0,-399.82957827257934,0,0,-400.13289285891875,0,0,-400.14817211675967,0,0,-400.1558124768914,0,0
962,1,0,-399.9848560616039,0,1,0,700,0.05,-399.39049454091344,0,0,-399.3308200316277,0,0,-399.54339749374293,0,0,-399.53310112360333,0,0,-402.1264671181321,0,1
963,11,0,-399.5657638708157,0,1,0,700,0.05,-399.272653880466,0,0,-399.3296646951345,0,0,-399.39377683863745,0,0,-399.63334591028826,0,0,-400.1993780295526,0,0
964,6,0,-399.0765853029745,0,1,0,700,0.05,-398.49000916375866,0,0,-398.976375986429,0,0,-398.9926390644752,0,0,-399.45433209828155,0,0,-399.4695702019288,0,0
965,4,1,-399.1449676951154,0,1,0,700,0.05,-398.8409376400329,0,0,-398.8109833561371,0,0,-399.0309511955967,0,0,-399.3192783462492,0,0,-399.72268793756166,0,0
966,3,1,-402.10715543306736,0,1,0,700,0.05,-398.8550050854708,0,0,-398.86969399861283,0,0,-399.2542745732414,0,0,-399.2788118068929,0,0,-414.2779917011184,1,0
967,2,1,-406.5625697387378,0,1,0,700,0.05,-399.2309120540132,0,0,-402.19694076395916,0,1,-432.2235231837005,0,11,-399.5610510301083,0,0,-399.6004216619054,0,0
968,9,0,-452.59480501673005,0,1,0,700,0.05,-399.2499537723849,0,0,-534.2252240845394,5,20,-525.0257227885813,4,22,-399.3522156848802,0,0,-405.12090875326277,0,2
969,1,1,-404.6727567859253,0,1,0,700,0.05,-405.9078993745251,0,2,-417.8894771177493,0,6,-399.86430984732806,0,0,-399.87463585152915,0,0,-399.82746173849284,0,0
970,10,0,-460.26540306476835,0,1,0,700,0.05,-414.6702849679783,1,0,-624.6701738780674,15,0,-399.73287246040604,0,0,-456.6658958318911,0,19,-405.5877881854972,0,2
971,8,0,-399.3879251355031,0,1,0,700,0.05,-399.20385792530044,0,0,-399.4068698294676,0,0,-399.43076436751795,0,0,-399.43012542266484,0,0,-399.46800813256607,0,0
972,8,1,-415.7060427152773,0,1,0,700,0.05,-426.5592931875361,0,9,-399.56090639125125,0,0,-417.65414769020015,0,6,-432.58750858262607,0,11,-402.1683577247714,0,1
973,0,0,-398.9774777067873,0,1,0,700,0.05,-398.8831404545904,0,0,-399.0797984943613,0,0,-399.05630121882956,0,0,-398.9846407125416,0,0,-398.88350765361446,0,0
974,11,1,-463.1050913280087,0,1,0,700,0.05,-399.4754813347158,0,0,-519.6903746655,8,0,-453.6041687020451,0,18,-399.3106469691711,0,0,-543.4447849686117,0,48
975,6,1,-426.14743287804123,0,1,0,700,0.05,-399.1033096998895,0,0,-399.28922147412584,0,0,-399.15511765477277,0,0,-504.0095685948034,7,0,-429.1799469666137,2,0
976,9,1,-399.2493100848106,0,1,0,700,0.05,-399.21708788069,0,0,-399.22451253765263,0,0,-399.33024073635306,0,0,-399.21648621216787,0,0,-399.2582230571909,0,0
977,3,0,-399.05838560186453,0,1,0,700,0.05,-398.71773501171833,0,0,-398.9991786203519,0,0,-399.02108490177557,0,0,-399.0179328817231,0,0,-399.53599659375413,0,0
978,7,1,-399.2945961652907,0,1,0,700,0.05,-398.9512935302547,0,0,-399.34362524987966,0,0,-399.36402272426045,0,0,-399.40708636753885,0,0,-399.40695295451854,0,0
979,6,1,249.71428571428572,1,0,0,1,0.05,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
980,0,1,-407.20504055243043,0,1,0,700,0.05,-399.2340213690503,0,0,-438.65499656752473,0,13,-399.5008139652057,0,0,-399.30954711270664,0,0,-399.32582374766486,0,0
981,7,0,-405.922666709683,0,1,0,700,0.05,-432.3779891633198,0,11,-399.34406678811064,0,0,-399.3023086598418,0,0,-399.2398773537844,0,0,-399.3490915833566,0,0
982,5,1,-399.4839044438951,0,1,0,700,0.05,-399.43723952768016,0,0,-399.57326466757826,0,0,-399.49302084744176,0,0,-399.34122803352216,0,0,-399.574769143254,0,0
983,10,1,-410.68411120692565,0,1,0,700,0.05,-405.0367168402381,0,2,-420.07586372931684,0,7,-429.32898882576893,2,0,-399.49053214072796,0,0,-399.48845449857595,0,0
