episode,worker_id,env_idx,reward,success,timeout,collisions,steps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
4593,7,1,-446.50423144090433,0,1,0,700,0.05,-399.39465688022835,0,0,-474.64401917168436,5,0,-399.83410146782523,0,0,-558.9028910601176,0,53,-399.7454886246646,0,0
4594,10,0,-399.6902726534439,0,1,0,700,0.05,-399.6359504224096,0,0,-399.59889989029955,0,0,-399.5674793061702,0,0,-399.847250991204,0,0,-399.8017826571347,0,0
4595,1,0,-426.53488579798943,0,1,0,700,0.05,-399.3864954297445,0,0,-399.4085110249908,0,0,-399.42517021592073,0,0,-399.7252741827053,0,0,-534.7289781365866,9,0
4596,7,0,-439.5093197902624,0,1,0,700,0.05,-405.1281281572966,0,2,-399.0534983304131,0,0,-399.3810696636909,0,0,-399.3208390756178,0,0,-594.663063724291,13,0
4597,11,1,-399.2318244664461,0,1,0,700,0.05,-399.18914684543813,0,0,-399.1786865944143,0,0,-399.1575723324073,0,0,-399.2807490710664,0,0,-399.3529674889018,0,0
4598,1,1,-409.93279987595434,0,1,0,700,0.05,-412.6201181157076,1,0,-442.70688058997644,3,0,-397.9186858257807,0,0,-397.95628844929,0,0,-398.4620263990158,0,0
4599,2,1,-406.3726596635594,0,1,0,700,0.05,-404.83075002310346,0,2,-429.1264582402238,0,10,-399.18949612869045,0,0,-399.3108960274992,0,0,-399.4056978982801,0,0
4600,9,1,-445.76749387461183,0,1,0,700,0.05,-405.784850873643,0,2,-477.94179730369916,0,26,-475.2159401764384,5,0,-460.1892245117356,4,0,-409.7056565075439,0,3
4601,11,0,-446.2023072749701,0,1,0,700,0.05,-398.9872577731034,0,0,-399.4191999073129,0,0,-555.6416609690331,0,52,-399.38377956833375,0,0,-477.57963815706586,0,26
4602,9,0,-696.6379337604892,0,1,0,700,0.05,-1425.600671073519,28,202,-558.7308811072511,8,13,-624.6280913030689,5,50,-405.55040280411384,0,2,-468.6796225144932,0,23
4603,2,0,-401.2766077365165,0,1,0,700,0.05,-397.51499391219494,0,0,-398.0972960671112,0,0,-398.21736661567905,0,0,-398.78523275389466,0,0,-413.76814933370144,0,5
4604,6,1,-539.5052827093019,0,1,0,700,0.05,-759.158823367654,24,0,-738.4454273477511,20,13,-399.47136727469757,0,0,-399.926869047823,0,0,-400.52392650857956,0,0
4605,7,0,213.35088303439807,1,0,0,45,0.05,215.20037346618054,0,0,215.20451299496108,0,0,215.07973416015332,0,0,215.0837095003927,0,0,206.18608505030267,0,3
4606,3,1,-453.09284698454,0,1,0,700,0.05,-467.71378299022234,4,3,-480.1441154839988,0,27,-474.6922357916857,5,0,-418.19143799965474,0,6,-424.72266265714006,0,8
4607,0,0,-398.92555971098517,0,1,0,700,0.05,-398.7294615221881,0,0,-398.7294370304146,0,0,-398.9596256642625,0,0,-398.9612630888451,0,0,-399.24801124921663,0,0
4608,0,1,-441.23333503991296,0,1,0,700,0.05,-461.79555847378344,0,21,-534.2941556001862,0,45,-402.2387284781874,0,1,-399.24420620039155,0,0,-408.5940264470159,0,3
4609,10,1,-414.0822086386358,0,1,0,700,0.05,-398.75685463551946,0,0,-399.0822592296517,0,0,-399.07843922952986,0,0,-399.0490071918801,0,0,-474.4444829065976,5,0
4610,6,0,-440.48723429852646,0,1,0,700,0.05,-435.8005166268496,0,12,-417.7575781095316,0,6,-399.65739858455265,0,0,-519.5206966895264,8,0,-429.69998148217223,0,10
4611,3,0,-611.2551491359476,0,1,0,700,0.05,-522.5506596626487,0,41,-1140.5778892376497,0,247,-591.9947066278112,0,64,-400.33625236111016,0,0,-400.8162377905177,0,0
4612,6,1,61.47985335386001,1,0,0,214,0.05,37.150464716251946,0,15,79.11902094671197,0,1,40.51671927011202,0,14,67.60560035260387,0,5,83.00746148362042,0,0
4613,4,1,-414.12382599362536,0,1,0,700,0.05,-398.3432153325275,0,0,-398.87189739265915,0,0,-399.41891309981276,0,0,-459.348108335755,4,0,-414.6369958073705,1,0
4614,4,0,-444.48116486178316,0,1,0,700,0.05,-594.2636036921557,0,65,-399.25726427137124,0,0,-399.2414480138132,0,0,-399.5390988832257,0,0,-430.10440944834835,2,0
4615,3,0,193.22954756358797,1,0,0,73,0.05,193.18586448002188,0,0,193.385515103707,0,0,193.24858814103257,0,0,193.17804350669365,0,0,193.14972658648458,0,0
4616,8,1,-399.5104243810545,0,1,0,700,0.05,-399.2215678150284,0,0,-399.23053500960634,0,0,-399.4373165265286,0,0,-399.7849773908085,0,0,-399.8777251633042,0,0
4617,8,0,-399.0747431771067,0,1,0,700,0.05,-398.6555696955579,0,0,-398.85390482954256,0,0,-399.08517357217556,0,0,-399.3778850589941,0,0,-399.4011827292643,0,0
4618,5,1,-398.9627459120992,0,1,0,700,0.05,-399.47191753702054,0,0,-399.32890954480854,0,0,-398.9501103447972,0,0,-398.6747745715765,0,0,-398.3880175622917,0,0
4619,5,0,-399.00622792515105,0,1,0,700,0.05,-398.86213556328596,0,0,-398.8258137894972,0,0,-399.00128378726254,0,0,-399.0313929553539,0,0,-399.3105135303569,0,0
4620,7,1,-449.03131533714355,0,1,0,700,0.05,-399.67424880852826,0,0,-495.8244434979391,0,32,-414.6971952582567,0,5,-505.04658136290664,0,35,-429.9141077580881,1,5
4621,10,0,-416.6904309886902,0,1,0,700,0.05,-398.98021046834316,0,0,-399.0984175114302,0,0,-480.1025057535615,0,27,-405.50155494382494,0,2,-399.76946626629024,0,0
4622,1,0,-280.5723255780523,1,0,0,662,0.05,-328.253603891006,4,0,-268.45841101385,0,0,-268.70851283670424,0,0,-268.7210910827953,0,0,-268.7200090659067,0,0
4623,11,1,-416.2135029523926,0,1,0,700,0.05,-399.1506784061121,0,0,-483.6776970311555,0,28,-399.6338076512802,0,0,-399.434845648494,0,0,-399.17048602492116,0,0
4624,1,1,-620.2766412348446,0,1,0,700,0.05,-410.3782463291114,0,4,-563.3925855512924,11,0,-1298.9750537228563,60,0,-429.0352841330517,2,0,-399.60203643791056,0,0
4625,9,1,-560.9232927920309,0,1,1,700,0.05,-540.10225295541,7,12,-794.777043110346,11,77,-446.8522423331948,0,16,-623.8971918437611,16,0,-398.9877337174439,0,0
4626,2,1,-587.7019844852618,0,1,0,700,0.05,-477.71335185022195,5,1,-477.9407019851567,3,11,-711.8691875644587,15,29,-703.0154457076302,8,61,-567.9712353188409,11,1
4627,11,0,-488.0243892179376,0,1,0,700,0.05,-528.0651631573227,8,3,-534.267510817723,9,0,-555.3791788705594,6,22,-420.3164528476494,0,7,-402.0936403964326,0,1
4628,2,0,-400.62685042956184,0,1,0,700,0.05,-398.3707376035444,0,0,-398.90261937219014,0,0,-407.86769189756063,0,3,-398.88590305228155,0,0,-399.10730022223345,0,0
4629,9,0,-679.9311282586059,0,1,0,700,0.05,-804.6184640766188,0,135,-399.8035911241235,0,0,-1119.7508358891666,48,0,-594.5747597823008,13,0,-480.9079904208169,0,27
4630,7,0,-472.521837283362,0,1,0,700,0.05,-428.4860454542957,2,0,-593.8381594354498,13,0,-429.42506354428957,2,0,-486.64498579434013,0,29,-424.21493218843597,0,8
4631,3,1,-410.59628026946484,0,1,0,700,0.05,-398.8247252048831,0,0,-456.0544453576408,0,19,-399.1830450685337,0,0,-399.29982235812196,0,0,-399.61936335814374,0,0
4632,0,0,-480.8612983635039,0,1,0,700,0.05,-407.8070945632433,0,3,-399.26083432037694,0,0,-774.5470707055803,12,65,-399.36054611268395,0,0,-423.3309461156352,0,8
4633,0,1,-514.831390473651,0,1,0,700,0.05,-726.4041892988963,21,4,-459.99081741505296,3,6,-520.315187624167,2,30,-418.47007393378937,0,6,-448.97668409635,0,16
4634,10,1,-622.0229350658909,0,1,0,700,0.05,-879.1718050255204,0,160,-1032.2068694954328,0,212,-399.5094964555251,0,0,-399.4955695243047,0,0,-399.7309348286723,0,0
4635,6,0,-399.27207696180744,0,1,0,700,0.05,-398.9416600774498,0,0,-398.94442044419594,0,0,-399.3464120023195,0,0,-399.36268405055023,0,0,-399.7652082345201,0,0
4636,8,0,-147.621991465752,1,0,0,476,0.05,-122.65341875425415,0,0,-123.10722911678741,0,0,-246.13959028021793,0,41,-123.15188871797451,0,0,-123.05783045952529,0,0
4637,6,1,-530.4918675101424,0,1,0,700,0.05,-435.82717193114064,0,12,-399.64015043022636,0,0,-864.7438287172429,31,0,-537.6002727684601,0,46,-414.6479137036437,0,5
4638,4,1,-452.31049383094836,0,1,0,700,0.05,-462.63914158734997,4,1,-489.4416464895067,6,0,-399.5760343721223,0,0,-417.38056459850833,0,6,-492.5150821072518,0,31
4639,4,0,-519.389139282163,0,1,0,700,0.05,-398.98547744940265,0,0,-399.2726126055076,0,0,-399.44187780063385,0,0,-399.6288004411486,0,0,-999.6169281141208,40,0
4640,4,0,225.68885263368207,1,0,0,28,0.05,228.83714809490908,0,0,228.76148180920683,0,0,228.58414110734654,0,0,228.49744256144012,0,0,213.76404959550783,1,0
4641,3,0,-406.4847111457793,0,1,0,700,0.05,-399.0783117919761,0,0,-399.67758131934767,0,0,-399.8401496263823,0,0,-430.3979587851444,0,10,-403.42955420604466,0,1
4642,8,1,-428.8277011411054,0,1,0,700,0.05,-417.7243786480056,0,6,-399.67249313113325,0,0,-525.9794420589881,0,42,-400.2901584820852,0,0,-400.4720333853154,0,0
4643,5,1,-399.49506420122964,0,1,0,700,0.05,-399.67357047902067,0,0,-399.497492117981,0,0,-399.50876466931413,0,0,-399.475134782621,0,0,-399.32035895720975,0,0
4644,5,0,-405.83862696358625,0,1,0,700,0.05,-399.3083987360015,0,0,-429.7969133458572,1,5,-400.03154849585474,0,0,-400.0182238741742,0,0,-400.0380503660417,0,0
4645,7,1,-460.2351752443927,0,1,0,700,0.05,-399.5220565097782,0,0,-510.6346721406523,0,37,-531.6642023094579,0,44,-399.62215694944473,0,0,-459.7327883126301,0,20
4646,10,0,-399.21712329763665,0,1,0,700,0.05,-399.3559540698961,0,0,-399.35113033907777,0,0,-399.2890508213438,0,0,-399.06439836189594,0,0,-399.0250828959673,0,0
4647,7,1,181.03652867300843,1,0,0,78,0.05,189.29949123114164,0,0,180.10736759490663,0,3,174.5937025784198,1,0,189.58339968763784,0,0,171.59868227293617,0,6
4648,1,0,-530.2955894796426,0,1,0,700,0.05,-399.1162465509714,0,0,-398.90472475541253,0,0,-831.0533492540728,13,79,-428.8847386054108,2,0,-593.5188882323453,13,0
4649,11,1,-399.1599344558259,0,1,0,700,0.05,-398.5873597946907,0,0,-399.0879043892768,0,0,-399.36285370308525,0,0,-399.4032902818883,0,0,-399.3582641101885,0,0
4650,1,1,-443.32949686199936,0,1,0,700,0.05,-404.7102875504981,0,2,-470.74762523247745,0,24,-398.89061878839874,0,0,-398.8802146792173,0,0,-543.4187380594069,0,48
4651,9,1,-494.1044090851767,0,1,0,700,0.05,-756.0322742809118,0,119,-435.5266363590262,0,12,-405.40343367124086,0,2,-444.2222379168509,3,0,-429.3374631978578,2,0
4652,2,1,-509.8487123974568,0,1,0,700,0.05,-408.0893980379444,0,3,-474.39242656464137,5,0,-774.6720786854295,25,0,-471.6315362948224,0,24,-420.4581224044451,1,2
4653,2,0,-495.0175360383544,0,1,0,700,0.05,-474.46873952771887,5,0,-459.73013401291746,4,0,-489.66940660343835,6,0,-462.6016093144857,3,6,-588.6177907332137,12,3
4654,11,0,-435.1955003508755,0,1,0,700,0.05,-483.9023638115183,0,28,-417.79172006898006,0,6,-468.79553127118885,0,23,-399.68133168398373,0,0,-405.8065549187053,0,3
4655,9,0,-807.3409238626588,0,1,0,700,0.05,-644.5298357178075,16,2,-1331.8277784799927,62,1,-701.5311420196128,0,101,-722.7844864169456,0,109,-636.0313766789316,0,79
4656,7,0,-442.2050332928202,0,1,0,700,0.05,-534.5529389365016,0,45,-457.1345743704472,0,19,-418.37643905395424,0,6,-400.45754305340404,0,0,-400.5036710497939,0,0
4657,3,1,-432.2349607965646,0,1,0,700,0.05,-398.76491018571164,0,0,-398.8709860913154,0,0,-399.33653020018716,0,0,-414.6438184586391,1,0,-549.5585590469693,10,0
4658,0,0,-402.60367704288785,0,1,0,700,0.05,-418.78485353735067,0,7,-397.9048164183743,0,0,-398.4810806020585,0,0,-398.9244077848831,0,0,-398.92322687177256,0,0
4659,0,1,-434.5427539073636,0,1,0,700,0.05,-414.1396819961605,0,5,-420.47466916511377,0,7,-399.32204192059436,0,0,-504.07115810375865,7,0,-434.70621835118794,2,2
4660,10,1,-416.22758931821767,0,1,0,700,0.05,-452.5428535704019,0,18,-431.69009050944084,0,11,-398.9921994150516,0,0,-399.1008735044918,0,0,-398.81192959170323,0,0
4661,6,0,-400.58106062969176,0,1,0,700,0.05,-398.673285583347,0,0,-398.48006541697106,0,0,-398.75007805968596,0,0,-401.88380724963736,0,1,-405.11806683881605,0,2
4662,8,0,-399.4316568461257,0,1,0,700,0.05,-398.4513384578512,0,0,-399.02824270368995,0,0,-399.549500603956,0,0,-399.81048171954757,0,0,-400.31872074558265,0,0
4663,6,1,-1990.3303308767029,0,1,0,700,0.05,-1680.3655038104287,9,382,-486.7406604290141,1,24,-486.78769949597347,4,9,-5518.04373112579,334,36,-1779.7140595223193,92,0
4664,4,1,-415.6498469934349,0,1,0,700,0.05,-398.4941532638032,0,0,-398.6294256820541,0,0,-434.8280403404778,0,12,-398.8794182538601,0,0,-447.41819742698,0,16
4665,4,0,-423.0285959353875,0,1,0,700,0.05,-399.4184366759115,0,0,-441.5930311326119,0,14,-399.771112414051,0,0,-399.75045154396497,0,0,-474.6099479103972,1,20
4666,3,0,-420.8463542463903,0,1,0,700,0.05,-400.1780038384178,0,0,-399.98871287300403,0,0,-399.6386991512223,0,0,-399.714967427681,0,0,-504.71138794162437,7,0
4667,4,1,192.69683949118956,1,0,0,74,0.05,192.95932927874227,0,0,192.97171391271218,0,0,192.63225120638407,0,0,192.32621641528715,0,0,192.5946866428224,0,0
4668,8,1,-483.0804487502124,0,1,0,700,0.05,-407.90878531752236,0,3,-426.37785254331317,0,9,-720.5272196289909,5,82,-460.06803989528527,0,20,-400.52034636594914,0,0
4669,5,1,-398.78901897210346,0,1,0,700,0.05,-398.48262046402556,0,0,-398.9466218999932,0,0,-398.8237535309173,0,0,-398.8737756701572,0,0,-398.81832329542794,0,0
4670,5,0,-568.5522811943475,0,1,0,700,0.05,-420.6804454396126,0,7,-459.66411548311316,0,20,-954.2733482263616,37,0,-573.0053811160371,5,33,-435.13811570661414,2,2
4671,10,0,-400.19911585143007,0,1,0,700,0.05,-402.6392634989034,0,1,-399.46905918312007,0,0,-399.6579541969937,0,0,-399.44670193934724,0,0,-399.78260043878686,0,0
4672,7,1,-508.2950164967324,0,1,0,700,0.05,-630.4793756529428,0,77,-417.4310466140177,0,6,-588.8888169952272,1,58,-462.9442242009744,0,21,-441.73161902049657,0,14
4673,1,0,-420.0659813939182,0,1,0,700,0.05,-398.98484200151375,0,0,-398.9320214416275,0,0,-399.19967568049873,0,0,-504.0696827940837,7,0,-399.1436850518665,0,0
4674,11,1,-477.6239446868129,0,1,0,700,0.05,-525.7209877986779,0,42,-399.97790397283956,0,0,-639.4666180653466,0,80,-420.4865870447436,0,7,-402.46762655245607,0,1
4675,2,1,-431.71546058769667,0,1,0,700,0.05,-468.271299974839,0,23,-444.13917062163455,3,0,-399.56822550385533,0,0,-399.39744275759034,0,0,-447.2011640805647,3,1
4676,1,1,-464.94210177927295,0,1,0,700,0.05,-473.6323633277558,5,0,-566.7377797060292,0,56,-437.85176615727835,0,13,-447.00607001094255,0,16,-399.48252969435964,0,0
4677,9,1,-430.5178259743932,0,1,0,700,0.05,-554.9916296507631,8,12,-399.3354078421744,0,0,-399.3008798452433,0,0,-399.3877936000588,0,0,-399.57341893372507,0,0
4678,2,0,-407.2843995614432,0,1,0,700,0.05,-434.7539072329915,0,12,-401.9571128415241,0,1,-398.9747414297894,0,0,-401.86225316847225,0,1,-398.8739831344372,0,0
4679,9,0,-435.6838379259755,0,1,0,700,0.05,-397.91160415353653,0,0,-398.25884850709815,0,0,-455.23382007944747,3,4,-527.7815929559782,2,33,-399.2333239338171,0,0
4680,11,0,-667.5153761004788,0,1,0,700,0.05,-660.7745286050814,0,87,-648.6523262891482,0,83,-1219.095956024352,42,63,-399.930041225242,0,0,-409.12402835856585,0,3
4681,7,0,-419.10293847343706,0,1,0,700,0.05,-498.73390052869695,0,33,-399.72116755804336,0,0,-399.3332822200598,0,0,-399.01992794007697,0,0,-398.7064141203097,0,0
4682,3,1,-436.4219287791427,0,1,0,700,0.05,-449.62259606895736,0,17,-429.0346936929163,0,10,-399.40341651322393,0,0,-399.6610400815422,0,0,-504.3878975390714,7,0
4683,0,0,-556.8600975415334,0,1,0,700,0.05,-402.6743772062445,0,1,-579.7656012678552,0,60,-516.6387581394897,0,39,-744.6950314134008,23,0,-540.5267196806774,9,2
4684,0,1,-612.6472191841617,0,1,0,700,0.05,-429.80521803676345,2,0,-660.7867265146364,17,2,-648.5150821638323,0,83,-525.6879719368208,7,7,-798.4410972687558,0,133
4685,10,1,-408.02369924094245,0,1,0,700,0.05,-441.814023235609,0,14,-399.82614902092024,0,0,-399.76222505524515,0,0,-399.5022841415943,0,0,-399.2138147513425,0,0
4686,6,0,-398.61023132562974,0,1,0,700,0.05,-397.82749146168857,0,0,-398.1145743249362,0,0,-398.6382951240913,0,0,-399.2344719846793,0,0,-399.236323732752,0,0
4687,8,0,-399.4265603531705,0,1,0,700,0.05,-399.3091988573338,0,0,-399.5195515542713,0,0,-399.53875413758686,0,0,-399.44618614134635,0,0,-399.319111075314,0,0
4688,6,1,-631.2937672926181,0,1,0,700,0.05,-479.4093450542147,0,27,-533.3958743189773,0,45,-398.35460437775333,0,0,-443.5639993894649,3,0,-1301.7450133226787,60,1
4689,4,0,-470.94362700634326,0,1,0,700,0.05,-432.44226694612195,0,11,-495.6953067024866,0,32,-399.63011255362613,0,0,-489.4625571454628,0,30,-537.4878916840199,0,46
4690,3,0,-441.91262812508154,0,1,0,700,0.05,-471.24283554437045,0,24,-414.40262808284683,1,0,-408.5400708116794,0,3,-486.27625130174044,0,29,-429.10135488477374,2,0
4691,4,1,-506.29764292385426,0,1,0,700,0.05,-591.5702461685446,0,64,-400.0700749957291,0,0,-631.2362061453947,0,77,-400.25784206183954,0,0,-508.35384524776117,0,36
4692,8,1,-563.390943790801,0,1,0,700,0.05,-443.59837872164246,0,15,-432.07326509264976,0,11,-495.1605577026392,0,32,-555.0427656555553,6,22,-891.0797517815205,32,4
4693,5,1,-399.3181102063528,0,1,0,700,0.05,-399.2524942621435,0,0,-399.23786642106484,0,0,-399.36468749814287,0,0,-399.46052778906324,0,0,-399.27497506134955,0,0
4694,5,0,-426.2343307012866,0,1,0,700,0.05,-441.2017347745346,2,4,-435.1852344762733,0,12,-432.2366874705033,2,1,-399.24281967368125,0,0,-423.3051771114411,0,8
4695,10,0,-438.5542442088662,0,1,0,700,0.05,-399.52145966654945,0,0,-525.4418295734347,0,42,-423.751123061596,0,8,-435.705676580638,0,12,-408.35113216210874,0,3
4696,7,1,-444.0194598408318,0,1,0,700,0.05,-477.8170699956393,0,26,-483.51890532584,0,28,-414.73003163862506,0,5,-402.5383079799485,0,1,-441.4929842641062,0,14
4697,1,0,-453.4189795793068,0,1,0,700,0.05,-473.7465158553764,5,0,-398.9929631583347,0,0,-414.5035923119045,1,0,-579.9403508140832,12,0,-399.9114757568371,0,0
4698,11,1,-399.41582012599093,0,1,0,700,0.05,-398.7259306575793,0,0,-399.2342738326455,0,0,-399.23650552891394,0,0,-399.75867653994146,0,0,-400.1237140708731,0,0
4699,2,1,-454.4083551413409,0,1,0,700,0.05,-579.7045438514238,7,25,-399.82822620878676,0,0,-405.9746346230836,0,2,-441.84338691103824,1,9,-444.6909841123731,3,0
4700,9,1,-500.67562451958696,0,1,0,700,0.05,-398.78299894150433,0,0,-612.2790087140831,11,16,-453.4913491687786,0,18,-399.4391531905331,0,0,-639.3856125830365,13,15
4701,1,1,-496.81824856160614,0,1,0,700,0.05,-522.5948579044242,5,16,-489.8262860106948,5,5,-654.682653965446,0,85,-411.51165942326764,0,4,-405.47578550419814,0,2
4702,9,0,-566.7606370467663,0,1,0,700,0.05,-467.9228533515855,4,3,-447.2440357807242,2,6,-1020.5537087897983,0,208,-498.7050615645237,0,33,-399.37752574719997,0,0
4703,11,0,-446.7117324026322,0,1,0,700,0.05,-411.43401151829477,0,4,-402.91714741354645,0,1,-454.03204005224467,0,18,-475.1359054050487,0,25,-490.03955762402455,6,0
4704,2,0,-553.6016874365096,0,1,0,700,0.05,-491.8184045749157,6,1,-456.17750774087466,3,4,-462.495637826066,2,11,-669.6471323713838,18,0,-687.8697546693081,19,1
4705,7,0,-409.3466602860084,0,1,0,700,0.05,-399.5921949437916,0,0,-447.8260864464396,0,16,-399.7237394949546,0,0,-399.5957785839642,0,0,-399.99550196089035,0,0
4706,3,1,-433.4684897164459,0,1,0,700,0.05,-399.3884959757067,0,0,-399.7327674972172,0,0,-405.9343247910946,0,2,-499.267106478614,0,33,-463.01975383959956,1,16
4707,0,0,-516.3331747579734,0,1,0,700,0.05,-570.3278122360225,0,57,-528.1331388966128,0,43,-552.5051761963593,0,51,-525.2791597878627,0,42,-405.4205866730075,0,2
4708,0,1,-468.55301123930855,0,1,0,700,0.05,-444.404613124218,2,5,-489.6973384702461,0,30,-504.70584375044604,7,0,-399.43875607532505,0,0,-504.51850477630796,0,35
4709,10,1,-399.1199432123646,0,1,0,700,0.05,-398.5820550825377,0,0,-399.05240344157613,0,0,-399.25603132421827,0,0,-399.3449108964861,0,0,-399.36431531700384,0,0
4710,6,0,-406.13008434892225,0,1,0,700,0.05,-398.592791344424,0,0,-420.0607454032492,0,7,-399.00331031188074,0,0,-402.0031942399161,0,1,-410.99038044514316,0,4
4711,10,1,195.74381048851288,1,0,1,62,0.05,202.09181983106805,0,0,201.7397792165609,0,0,201.58352709286302,0,0,171.53105716070968,3,0,201.77286914136275,0,0
4712,8,0,-399.12674399306616,0,1,0,700,0.05,-399.05562881314967,0,0,-398.9085711786529,0,0,-399.22235967620986,0,0,-399.1047144861912,0,0,-399.34244581112944,0,0
4713,6,1,-470.23772017909056,0,1,0,700,0.05,-401.8453547092411,0,1,-398.89973155045965,0,0,-458.88587206358403,4,0,-683.7086233470778,17,10,-407.84901922509107,0,3
4714,4,0,-404.758659517145,0,1,0,700,0.05,-426.26123210896975,0,9,-399.2868147776917,0,0,-399.17141618872716,0,0,-399.62199332271206,0,0,-399.45184118762245,0,0
4715,3,0,-406.2512068402646,0,1,0,700,0.05,-398.5410102094328,0,0,-434.65097258018574,0,12,-399.0358612220822,0,0,-399.3422658626358,0,0,-399.6859243269871,0,0
4716,4,1,-411.34647965288286,0,1,0,700,0.05,-399.0940109188827,0,0,-450.2103619133629,0,17,-399.2490773003762,0,0,-399.2905748691708,0,0,-408.8883732626222,0,3
4717,8,1,-486.0880418979837,0,1,0,700,0.05,-453.00481699364906,0,18,-399.5830091234446,0,0,-777.6473721580816,0,126,-399.8773349032918,0,0,-400.32767631145185,0,0
4718,5,1,-399.2498457784807,0,1,0,700,0.05,-398.8774850031536,0,0,-399.26315024351345,0,0,-399.30867066372923,0,0,-399.38538422178175,0,0,-399.41453876022643,0,0
4719,5,0,-441.3850772625342,0,1,0,700,0.05,-519.1813419746129,8,0,-453.20593944210725,0,18,-402.40536719224554,0,1,-432.419002493991,0,11,-399.71373520971497,0,0
4720,10,0,-399.42511002423447,0,1,0,700,0.05,-399.32747058662494,0,0,-399.3319457667349,0,0,-399.3803304821742,0,0,-399.47533466776355,0,0,-399.6104686178748,0,0
4721,7,1,-424.3422779587225,0,1,0,700,0.05,-399.23002213508346,0,0,-399.55746741705997,0,0,-426.95243036336876,0,9,-492.94677564761275,0,31,-403.0246942304883,0,1
4722,1,0,-426.46665788903664,0,1,0,700,0.05,-399.5226584181052,0,0,-399.4907611131826,0,0,-399.43769768971094,0,0,-399.4571680899305,0,0,-534.4250041342532,9,0
4723,11,1,-282.2767306653783,1,0,0,671,0.05,-306.27711566214106,0,10,-276.31312363219376,0,0,-276.3671465665644,0,0,-276.26674270623033,0,0,-276.1595247597625,0,0
4724,1,1,-467.81810046900887,0,1,0,700,0.05,-473.49817590041397,0,25,-473.71001527350194,5,0,-398.7612220677278,0,0,-593.9582155895491,13,0,-399.1628735138519,0,0
4725,9,1,-613.8501279377448,0,1,0,700,0.05,-627.742262461424,0,76,-528.7341665281488,5,18,-625.3252219369679,0,75,-658.6900513488711,0,86,-628.7589374133148,15,1
4726,2,1,-607.157423869875,0,1,0,700,0.05,-777.8056404848774,23,11,-603.664771748753,0,68,-552.588784966782,9,6,-639.3266419821454,15,5,-462.40128016681285,0,21
4727,11,0,-441.56195580830274,0,1,0,700,0.05,-459.58232293724114,4,0,-414.6210479440785,1,0,-399.5260769364592,0,0,-441.59030935001783,2,4,-492.4900218737167,6,1
4728,2,0,-411.35457890045757,0,1,0,700,0.05,-429.3812213950561,2,0,-420.4333144998058,0,7,-402.4690845275203,0,1,-405.24272561006876,0,2,-399.2465484698355,0,0
4729,9,0,-527.522550284632,0,1,0,700,0.05,-515.7238555000947,0,39,-819.229979072509,28,0,-399.17339915382087,0,0,-468.1363431438508,0,23,-435.34917455287973,0,12
4730,7,0,-399.4222232399408,0,1,0,700,0.05,-398.93873442829585,0,0,-399.3210141044834,0,0,-399.5056232157248,0,0,-399.4803121219448,0,0,-399.8654323292543,0,0
4731,3,1,-465.6295125104483,0,1,0,700,0.05,-450.87812265210187,0,17,-399.71581428523524,0,0,-612.6829481796549,0,71,-459.374047712105,0,20,-405.49662972314553,0,2
4732,0,0,-508.97099649702835,0,1,0,700,0.05,-399.44182098516376,0,0,-618.5884646532633,0,74,-726.8698633457376,0,109,-400.00234739401554,0,0,-399.952486106963,0,0
4733,11,0,215.6467025990691,1,0,0,33,0.05,224.73065484899482,0,0,224.68479100652175,0,0,212.4050534592646,0,4,191.43481251562244,0,11,224.97820116494202,0,0
4734,0,1,-414.8585556203947,0,1,0,700,0.05,-442.8633365643906,3,0,-398.4426021104898,0,0,-434.98463024574477,0,12,-399.0193261573541,0,0,-398.9828830239946,0,0
4735,6,0,-437.8895029937384,0,1,0,700,0.05,-399.052774348215,0,0,-438.58046271613347,0,13,-552.5154212190785,0,51,-399.55629022565455,0,0,-399.7425664596094,0,0
4736,10,1,-476.47409566413614,0,1,0,700,0.05,-423.15676779787873,0,8,-399.1352314503118,0,0,-654.7037886573239,17,0,-505.2259792314719,7,0,-400.14871118369234,0,0
4737,8,0,-402.65569629591675,0,1,0,700,0.05,-398.4501712461424,0,0,-398.9966110228413,0,0,-398.98435989160663,0,0,-417.4351923589674,0,6,-399.412146960025,0,0
4738,6,1,-463.82792783706,0,1,0,700,0.05,-447.60117224836637,0,16,-489.65226508835065,6,0,-399.80384398391516,0,0,-549.4839855306998,0,50,-432.5983723339677,0,12
4739,4,0,-405.54641653714026,0,1,0,700,0.05,-399.0273173742513,0,0,-399.24586435288705,0,0,-399.6802446455781,0,0,-399.91525153319867,0,0,-429.8634047797888,2,0
4740,6,1,209.1499805558574,1,0,0,53,0.05,209.46320895461403,0,0,209.4536171307082,0,0,209.0189706495437,0,0,208.69529714203742,0,0,209.11880890238388,0,0
4741,3,0,-399.65471707492685,0,1,0,700,0.05,-398.7194750041436,0,0,-399.2639264268909,0,0,-399.8589576838504,0,0,-400.1287188495839,0,0,-400.3025074101656,0,0
