episode,worker_id,env_idx,reward,success,timeout,collisions,steps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
2921,3,0,184.71619160856517,1,0,0,85,185.3183958360127,0,0,-40.40374377369881,0,0,-40.88050094246864,0,0,-41.407808631658554,0,0,-41.902527302503586,0,0
2922,2,2,-428.69403915405223,0,1,0,700,-450.26815181970596,0,18,-349.39231464266777,0,1,-346.5033387541771,0,0,-436.22283098101616,6,0,-361.0835595726967,1,0
2923,7,0,148.75218158704894,1,0,0,123,154.989846101829,0,0,-59.67949524521828,0,0,-90.04965478181839,2,0,-60.34792658686638,0,0,-60.58043298125267,0,0
2924,7,2,199.45481348208017,1,0,0,58,205.90795835426874,0,0,-27.866518765687943,0,0,-58.33799934387207,0,10,-28.159521847963333,0,0,-27.984136700630188,0,0
2925,1,1,212.69771154182297,1,0,0,45,215.82586813824517,0,0,-21.174111783504486,0,0,-36.472774624824524,1,0,-21.560845226049423,0,0,-21.70100736618042,0,0
2926,6,0,203.91262076922823,1,0,0,61,204.3013679725783,0,0,-28.279514759778976,0,0,-28.41471990942955,0,0,-28.948812246322632,0,0,-29.380931496620178,0,0
2927,0,3,166.70132195608957,1,0,0,101,173.03005967395646,0,0,-48.03519946336746,0,0,-48.44754448533058,0,0,-48.58664220571518,0,0,-79.02549231052399,2,0
2928,4,1,-262.30494190113905,1,0,0,627,-238.1093569781099,0,0,-309.13302233815193,0,0,-309.22465458512306,0,0,-309.0941413938999,0,0,-429.39210563898087,8,0
2929,6,0,228.8871223628521,1,0,0,28,228.92533376812935,0,0,-13.08527958393097,0,0,-13.108909636735916,0,0,-13.144497722387314,0,0,-13.151035010814667,0,0
2930,2,2,206.90002460564887,1,0,0,57,207.20200128640448,0,0,-26.592860847711563,0,0,-26.600649058818817,0,0,-26.968586415052414,0,0,-27.396924793720245,0,0
2931,0,1,-223.54733243840096,1,0,0,585,-205.4137895490442,0,0,-288.1036683022976,0,0,-288.16849383711815,0,0,-318.5651453733444,2,0,-348.91413655877113,4,0
2932,7,1,-1392.7559218525873,0,1,0,700,-402.0505984425545,0,1,-348.6529052555561,0,0,-2688.6474236547947,156,0,-1053.2169122099876,47,0,-2271.2117697000504,128,1
2933,6,3,-107.80641141363537,1,0,0,394,-71.68616477080752,1,0,-194.0080445110798,0,0,-193.99753001332283,0,0,-194.31162351369858,0,0,-434.7429799735546,16,0
2934,5,2,-446.45640687942495,0,1,0,700,-397.85212954878807,0,0,-348.36206701397896,0,0,-348.7085539996624,0,0,-483.66758754849434,9,0,-453.6916962862015,7,0
2935,5,0,-435.7402865648272,0,1,0,700,-399.2756125330925,0,0,-352.19702449440956,0,1,-349.0939584374428,0,0,-454.05203145742416,7,0,-424.0828059017658,5,0
2936,4,3,-894.1160871982567,0,1,3,700,-2138.0292234122753,117,0,-648.3587664663792,21,0,-723.5243422091007,26,0,-408.7283469438553,0,20,-351.93975695967674,0,1
2937,7,3,159.28335528969762,1,0,0,119,159.05791214108467,0,0,-56.81905296444893,0,0,-56.754786759614944,0,0,-56.61011937260628,0,0,-56.457176595926285,0,0
2938,1,2,80.16449412362914,1,0,0,220,80.80111164706094,0,0,-106.22317132353783,0,0,-106.09540125727654,0,0,-106.39205041527748,0,0,-109.83944660425186,0,1
2939,4,1,197.87960352131296,1,0,0,68,198.3174398584025,0,0,-32.62227040529251,0,0,-32.98050820827484,0,0,-32.99211606383324,0,0,-32.61024186015129,0,0
2940,7,0,137.47681574225425,1,0,0,119,143.7482995390892,1,0,-147.2324305176735,6,0,-57.43494662642479,0,0,-57.5974979698658,0,0,-58.099345713853836,0,0
2941,4,2,-785.0911270797251,0,1,0,700,-532.6069993972778,9,0,-347.7330473065376,0,0,-348.1913562119007,0,0,-348.47271940112114,0,0,-2148.451513081789,120,0
2942,3,2,-528.0168473601341,0,1,0,700,-399.0815757513046,0,0,-547.0684218406677,0,66,-780.9848351180553,0,144,-348.83804750442505,0,0,-364.1113565862179,1,0
2943,2,3,-487.7758430957789,0,1,0,700,-397.1437503993511,0,0,-347.7166696190834,0,0,-347.75988471508026,0,0,-513.0097577273846,11,0,-633.2491530179977,19,0
2944,7,3,200.67191614423479,1,0,0,41,219.05879350219453,0,0,-109.58674895763397,6,0,-19.771929264068604,0,0,-19.825470507144928,0,0,-19.657921195030212,0,0
2945,3,3,-858.8050481855875,0,1,0,700,-399.8388948440552,0,0,-1042.8850884735584,0,231,-1426.8266651332378,0,360,-349.75775265693665,0,0,-874.7168398201466,35,0
2946,1,3,-1.9810982874461445,1,0,0,323,-1.9256254306861251,0,0,-159.87519827485085,0,0,-159.51043140888214,0,0,-159.653678804636,0,0,-159.79770037531853,0,0
2947,0,1,154.64102358903202,1,0,0,113,162.52111233557972,0,0,-88.77136340737343,0,11,-55.777869671583176,0,0,-56.26260191202164,0,0,-59.36130225658417,0,1
2948,3,1,-85.93624077098733,1,0,0,375,-40.67056015985352,0,0,-183.5238183438778,0,0,-183.57518127560616,0,0,-184.02254819869995,0,0,-409.3176673054695,15,0
2949,3,1,249.71428571428572,1,0,0,1,249.71428571428572,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2950,0,3,101.4323987628733,1,0,0,150,133.27345053212983,0,0,-74.11014497280121,0,0,-152.13699647784233,0,26,-151.89024770259857,0,26,-76.54549613595009,0,1
2951,4,0,-719.7341204541074,1,0,0,607,-284.77593043020795,4,0,-2611.4133517742157,154,0,-346.21193292737007,3,0,-361.4074789881706,4,0,-301.147622436285,0,0
2952,3,2,136.00352249826705,1,0,1,78,190.14136667336737,0,0,-292.51697129011154,17,0,-37.48236945271492,0,0,-52.822119414806366,2,0,-38.159436881542206,0,0
2953,0,0,-598.5253238652432,1,0,0,591,-855.9070134077754,43,0,-310.0200743973255,1,1,-291.9926346242428,0,0,-891.9793188273907,40,0,-967.2990066409111,45,0
2954,1,3,206.7702292927674,1,0,0,57,206.9990685411862,0,0,-27.047340840101242,0,0,-27.313006311655045,0,0,-27.032813489437103,0,0,-26.61190429329872,0,0
2955,4,0,209.39597787516456,1,0,0,45,215.50905812638146,0,0,-51.6255989074707,2,0,-21.60418078303337,0,0,-21.773474842309952,0,0,-22.097342789173126,0,0
2956,4,2,155.2517504325935,1,0,0,125,155.45830171023096,0,0,-58.93977811932564,0,0,-58.93849965929985,0,0,-59.05610591173172,0,0,-59.40802299976349,0,0
2957,5,3,-618.3050477206705,0,1,0,700,-398.9459698498249,0,0,-889.4129073321819,36,0,-469.39144882559776,8,0,-424.3607686460018,5,0,-709.4141439497471,24,0
2958,4,0,230.9741937134947,1,0,0,25,231.08331610901016,0,0,-11.736405909061432,0,0,-12.223187327384949,0,0,-12.044406056404114,0,0,-11.636919677257538,0,0
2959,3,1,182.77678782173567,1,0,0,89,182.95486790367536,0,0,-41.70825722813606,0,0,-41.696659713983536,0,0,-41.75899055600166,0,0,-42.1927355825901,0,0
2960,3,1,249.71428571428572,1,0,0,1,249.71428571428572,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2961,0,1,162.54655423590117,1,0,0,110,150.72680461832456,1,0,-53.07766726613045,0,0,-53.035177409648895,0,0,-53.27714356780052,0,0,-52.88975948095322,0,0
2962,7,0,105.7429696270398,1,0,0,169,87.90183909024512,0,11,-80.71998652815819,0,0,-80.37610113620758,0,0,-94.97454831004143,1,0,-109.9734978377819,2,0
2963,0,0,183.12074756196566,1,0,0,86,180.8447426514966,0,1,-41.72779458761215,0,0,-41.66904991865158,0,0,-41.57565402984619,0,0,-41.982792019844055,0,0
2964,6,1,-10.15203824213566,1,0,0,334,-9.662696625505163,0,0,-164.46907752752304,0,0,-164.93762388825417,0,0,-164.95361477136612,0,0,-165.02289268374443,0,0
2965,4,1,-6.02731749755992,1,0,0,220,81.31333888428551,0,0,-181.3021069765091,0,25,-301.2830699682236,13,0,-271.13763079047203,11,0,-106.29854720830917,0,0
2966,5,1,-711.4957024216652,0,1,0,700,-787.4909453690052,26,0,-932.8212089240551,0,195,-740.823690623045,0,131,-347.7204121351242,0,0,-548.6222550570965,13,2
2967,4,2,127.14547708460263,1,0,0,131,151.83148575254847,0,0,-106.13100862503052,0,15,-61.202390521764755,0,0,-76.78212171792984,1,0,-122.27429375052452,4,0
2968,4,2,249.71428571428572,1,0,0,1,249.71428571428572,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2969,6,2,-539.0572875261304,0,1,0,700,-549.0830118358135,10,0,-697.4991157948971,0,116,-520.4255233108997,0,57,-364.2348482012749,1,0,-364.0439384877682,1,0
2970,1,2,8.928104325703117,1,0,0,283,30.629050859383142,0,0,-153.7902870476246,1,0,-183.49415707588196,3,0,-153.51634547114372,1,0,-171.75916820764542,0,11
2971,5,3,138.123401757649,1,0,0,129,132.17859078305108,0,7,-96.14393985271454,0,12,-59.92046985030174,0,0,-62.969834834337234,0,1,-75.09876602888107,0,5
2972,5,3,249.71428571428572,1,0,0,1,249.71428571428572,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2973,4,2,227.45811616352628,1,0,0,30,227.55652826598714,0,0,-13.967278391122818,0,0,-13.999906420707703,0,0,-14.026251703500748,0,0,-13.986796647310257,0,0
2974,5,3,233.89100559438975,1,0,0,15,238.74425424422535,0,0,-6.988226056098938,0,0,-10.131032347679138,0,1,-13.031474858522415,0,3,-21.995635867118835,0,6
2975,0,1,138.32141361662315,1,0,0,138,114.17561194726397,2,0,-66.19334951043129,0,0,-65.93904936313629,0,0,-66.21445545554161,0,0,-66.5074038207531,0,0
2976,4,0,130.68964456490107,1,0,0,149,134.65343248418398,0,0,-73.18946960568428,0,0,-73.2680912911892,0,0,-88.12613466382027,1,0,-76.33579981327057,0,1
2977,4,0,249.71428571428572,1,0,0,1,249.71428571428572,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2978,6,1,170.96997662356927,1,0,0,100,159.41779925993512,1,0,-47.48866394162178,0,0,-47.47414070367813,0,0,-47.51743718981743,0,0,-47.8019600212574,0,0
2979,5,3,232.43947484663556,1,0,0,23,232.9442669110639,0,0,-10.830205708742142,0,0,-11.207529664039612,0,0,-11.238877713680267,0,0,-11.184565305709839,0,0
2980,5,3,249.71428571428572,1,0,0,1,249.71428571428572,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
2981,6,0,-77.62448546290418,1,0,0,392,-52.75250223278999,0,0,-233.0091673731804,0,14,-191.07572796940804,0,0,-191.00214579701424,0,0,-272.2828839421272,1,23
2982,7,1,-211.3440221641748,1,0,0,388,-801.4945709918227,50,0,-191.12488773465157,0,0,-191.56167873740196,0,0,-237.08574604988098,3,0,-192.02465587854385,0,0
2983,3,1,72.53948748963222,1,0,0,178,113.98789949076519,0,0,-109.48406866192818,0,8,-85.56065744161606,0,0,-236.115801602602,10,0,-116.7013629078865,2,0
2984,0,3,-54.826713163512125,1,0,0,279,35.86589502011026,0,0,-167.8932626247406,0,11,-134.89470666646957,0,0,-279.49617195129395,6,18,-408.85817673802376,15,16
2985,6,0,226.83033769982202,1,0,0,31,227.10600481288773,0,0,-14.393683344125748,0,0,-14.38136887550354,0,0,-14.348317444324493,0,0,-14.402375221252441,0,0
2986,5,3,216.13402427094323,1,0,0,45,216.70395875828606,0,0,-20.896128743886948,0,0,-20.871074110269547,0,0,-21.424381732940674,0,0,-21.413681387901306,0,0
2987,1,0,-606.2921901702883,0,1,0,700,-398.9536594748497,0,0,-349.20161068439484,0,0,-349.2408522963524,0,0,-1219.4980404376984,58,0,-514.5667879581451,11,0
2988,0,0,29.331800277744037,1,0,0,184,63.42585932782717,3,0,-98.44083431363106,0,3,-389.59465235471725,20,0,-92.52650037407875,0,1,-125.91915661096573,0,12
2989,4,2,175.39137428147455,1,0,0,74,193.51518245679992,0,0,-35.316176772117615,0,0,-35.274300664663315,0,0,-125.57927384972572,6,0,-35.81713119149208,0,0
2990,1,2,173.8938339948654,1,0,0,98,174.6120799779892,0,0,-47.647953540086746,0,0,-47.74047514796257,0,0,-47.51876935362816,0,0,-50.235711961984634,0,1
2991,1,0,224.25142003808702,1,0,0,34,224.5365452638694,0,0,-16.092562526464462,0,0,-16.018779069185257,0,0,-16.135257869958878,0,0,-16.17570275068283,0,0
2992,3,3,-118.80544191002838,1,0,0,378,-118.95420643687248,5,0,-261.31769996881485,5,0,-186.53631427884102,0,0,-186.39064419269562,0,0,-408.8283446729183,8,34
2993,4,3,-144.33444558467198,1,0,0,440,-107.68888334717069,1,0,-355.0355073213577,0,46,-321.82460337877274,0,35,-216.96974286437035,0,0,-217.29634815454483,0,0
2994,4,1,36.46710100855148,1,0,0,190,102.33402798857009,0,0,-93.37069565057755,0,0,-207.950955837965,0,38,-307.23747113347054,0,71,-94.29654318094254,0,0
2995,2,1,-488.61726686954484,0,1,0,700,-473.19572150707245,5,0,-378.6057619154453,2,0,-693.495843231678,23,0,-348.95368081331253,0,0,-348.8353268802166,0,0
2996,4,1,219.28033828054154,1,0,0,41,219.36876999054635,0,0,-18.820756047964096,0,0,-19.26728680729866,0,0,-19.0841161608696,0,0,-18.93777671456337,0,0
2997,1,0,187.8013780644962,1,0,0,69,197.68336235199658,0,0,-47.6594041287899,0,5,-32.76428806781769,0,0,-32.92883875966072,0,0,-66.46679821610451,0,11
2998,6,0,141.03737218635422,1,0,0,136,147.81862110751015,0,0,-63.92094233632088,0,0,-79.2455924153328,0,6,-79.28856405615807,1,0,-64.74808993935585,0,0
2999,1,0,227.6096143254212,1,0,0,29,228.30957050408637,0,0,-13.828788101673126,0,0,-14.401463389396667,0,0,-14.48765081167221,0,0,-14.400739431381226,0,0
3000,7,0,-16.690397289820936,1,0,0,339,-27.74974515182629,1,0,-166.4619280397892,0,0,-167.06044667959213,0,0,-167.29933041334152,0,0,-167.4519647359848,0,0
3001,1,0,232.85883428028654,1,0,0,23,232.67159595659803,0,0,-10.67949652671814,0,0,-10.554718613624573,0,0,-10.375204026699066,0,0,-10.482291102409363,0,0
3002,6,2,-5.395967978239014,1,0,0,252,-168.61201792955399,15,0,-142.69786286354065,0,7,-182.15099123120308,4,0,-122.53977531194687,0,0,-122.97919255495071,0,0
3003,1,2,128.71414998599462,1,0,0,159,129.22150472232275,0,0,-75.47830042243004,0,0,-75.56618124246597,0,0,-76.14102080464363,0,0,-76.75096660852432,0,0
3004,0,2,-470.9445885181426,0,1,0,700,-638.2484768331051,16,0,-348.5741674005985,0,0,-349.07529455423355,0,0,-469.3318559229374,8,0,-349.49314787983894,0,0
3005,2,0,-401.4486961901189,0,1,0,700,-398.2382487356663,0,0,-348.5988263785839,0,0,-348.40754410624504,0,0,-348.6514775156975,0,0,-363.34738421440125,1,0
3006,0,0,109.23047731689044,1,0,0,184,109.94746094516344,0,0,-87.47790956497192,0,0,-88.09010934829712,0,0,-88.69353565573692,0,0,-89.24780550599098,0,0
3007,4,2,83.6049059953009,1,0,0,185,102.84203524248943,0,2,-91.11114212870598,0,1,-163.29578426480293,5,0,-88.43628224730492,0,0,-130.54572519659996,0,14
3008,3,0,-497.99258437156664,0,1,0,700,-404.19247418642044,0,2,-612.5261148810387,0,88,-483.3004474937916,4,25,-423.4837897121906,5,0,-366.46009558439255,1,1
3009,7,1,-61.57780603851586,1,0,0,251,40.63744493041719,1,0,-122.79416897892952,0,0,-692.6679353117943,38,0,-122.90009063482285,0,0,-123.30713734030724,0,0
3010,0,3,59.55440426724297,1,0,0,234,71.18779475348336,0,0,-136.48238828778267,0,8,-127.96591848134995,0,5,-128.06166204810143,0,5,-113.47723317146301,0,0
3011,7,2,-416.65739140510556,0,1,0,700,-397.86854580044746,0,0,-348.3830586373806,0,0,-348.7723822593689,0,0,-424.13429284095764,5,0,-364.12867748737335,1,0
3012,1,2,201.74740831255912,1,0,0,63,202.7036933004856,0,0,-29.26878786087036,0,0,-29.745825797319412,0,0,-29.76695567369461,0,0,-33.18508240580559,0,1
3013,1,1,-525.7711703419689,0,1,0,700,-398.02728378772736,0,0,-723.3703203499317,3,110,-558.6611812114716,8,30,-378.88383597135544,0,10,-369.9132303893566,1,2
3014,4,3,68.44865059852597,1,0,0,196,83.4516034424305,1,0,-95.46130993962288,0,0,-95.68930733203888,0,0,-101.47636538743973,0,2,-224.581367790699,0,43
3015,1,0,162.6607028731278,1,0,0,92,180.10775483931815,0,0,-58.94340538978577,1,0,-44.354898780584335,0,0,-44.52726149559021,0,0,-113.83581766486168,0,24
3016,4,1,113.66805025424276,1,0,0,176,114.52337829555785,0,0,-85.74901747703552,0,0,-86.29193815588951,0,0,-86.36273035407066,0,0,-86.6365838944912,0,0
3017,2,2,-437.95689534544937,0,1,0,700,-425.1238259971142,0,9,-417.4859471023083,0,23,-384.43797501921654,0,12,-369.40302366018295,0,7,-393.3337049484253,3,0
3018,6,0,125.90286022680148,1,0,0,150,135.3321822966848,0,0,-72.18740710616112,0,0,-117.31844198703766,3,0,-72.29682555794716,0,0,-72.58663508296013,0,0
3019,0,1,-57.33483068432133,1,0,0,342,-14.798004878418794,0,0,-167.55684837698936,0,0,-212.6884418129921,3,0,-167.70875924825668,0,0,-333.06495624780655,11,0
3020,6,3,-630.7950179040427,0,1,0,700,-441.44974449276924,3,0,-346.8104607462883,0,0,-1051.8213695287704,47,0,-721.7914499342442,25,0,-392.10206481814384,3,0
3021,5,2,-398.2571876049042,0,1,0,700,-397.96745440363884,0,0,-348.04760605096817,0,0,-348.3423363864422,0,0,-348.40456745028496,0,0,-348.5239737331867,0,0
3022,1,0,222.9425171485969,1,0,0,34,221.10493983541215,0,1,-19.1973697245121,0,1,-16.175801068544388,0,0,-16.14603927731514,0,0,-16.016001164913177,0,0
3023,5,0,-457.48984297513994,0,1,0,700,-399.92512160539627,0,1,-467.2484269142151,0,40,-479.5722758471966,2,34,-347.86333763599396,0,0,-392.8400528728962,3,0
3024,7,0,-59.58659952878958,1,0,0,161,82.16056764125824,3,0,-77.38272899389267,0,0,-527.4068254828453,30,0,-512.9057076573372,29,0,-78.39830315113068,0,0
3025,4,2,66.1181892054422,1,0,0,142,141.49617802671025,0,0,-80.42205369472504,0,4,-68.37447062134743,0,0,-431.4372541308403,24,1,-68.3857392668724,0,0
3026,2,1,12.461197870118127,1,0,0,286,27.722873257739195,0,0,-155.69667845964432,1,0,-140.7046059370041,0,0,-141.07433539628983,0,0,-201.08412125706673,1,15
3027,2,3,-1765.425350642203,0,1,0,700,-399.0536139309406,0,0,-613.4639302194118,0,88,-352.2171532511711,0,1,-6292.390312194824,389,36,-970.0017436146736,37,22
3028,2,0,112.07717271702636,1,0,0,178,112.80074633019314,0,0,-86.81719210743904,0,0,-87.01137906312943,0,0,-87.46109065413475,0,0,-87.69664949178696,0,0
3029,7,3,-484.1742646694188,0,1,0,700,-397.15388491749763,0,0,-481.99474343657494,9,0,-347.3174247741699,0,0,-617.234243363142,18,0,-377.17102685570717,2,0
3030,6,3,173.64415110775406,1,0,0,89,182.88491005131178,0,0,-42.29957318305969,0,0,-42.4179430603981,0,0,-42.987489491701126,0,0,-85.244863063097,0,15
3031,0,2,-3.985963726043593,1,0,0,217,38.73310771584511,3,0,-281.2805130183697,11,4,-215.30685409903526,5,12,-209.29443469643593,7,0,-104.78112453222275,0,0
3032,5,0,163.51458770717892,1,0,0,106,169.79065401639255,0,0,-50.3132107257843,0,0,-65.23273268342018,1,0,-65.12607473134995,1,0,-50.402840197086334,0,0
3033,5,1,-200.23892714977285,1,0,0,553,-179.9995872080326,0,0,-341.2568022608757,1,18,-272.44570940732956,0,0,-296.6286886334419,0,8,-278.8638482391834,0,2
3034,1,1,102.91228650297441,1,0,0,190,103.34803978885924,0,0,-92.81019362807274,0,0,-92.72342637181282,0,0,-92.88988196849823,0,0,-93.22024816274643,0,0
3035,3,2,-4923.160798847678,0,1,2,700,-969.0873562991619,38,0,-10474.242120355368,676,0,-10519.292425185442,679,0,-1549.155299603939,80,0,-904.026792794466,37,0
3036,0,1,55.07583112631525,1,0,0,160,-112.61226840104374,16,0,-76.84738394618034,0,0,-197.39227083325386,8,0,-77.43012925982475,0,0,-77.48164907097816,0,0
3037,1,3,-463.45106573104835,0,1,0,700,-726.6730819046497,22,0,-347.177804261446,0,0,-347.39838445186615,0,0,-347.99835655093193,0,0,-348.0077014863491,0,0
3038,6,2,9.311222668205033,1,0,0,310,6.908277715955478,0,1,-151.49833324551582,0,0,-151.4391869008541,0,0,-151.34281277656555,0,0,-151.78611716628075,0,0
3039,6,0,81.84766432728091,1,0,0,211,57.2032109626702,2,0,-102.31393760442734,0,0,-101.92256006598473,0,0,-101.48720195889473,0,0,-101.09833255410194,0,0
3040,7,0,-73.08126693282799,1,0,0,204,-207.93289004479135,20,0,-624.6329111158848,35,0,-99.8080860376358,0,0,-99.84445649385452,0,0,-100.04513382911682,0,0
3041,4,1,-58.78162707005231,1,0,0,274,38.5216641851834,0,0,-136.24011540412903,0,1,-133.33237370848656,0,0,-586.3572404384613,29,6,-163.35721284151077,2,0
3042,3,0,-64.19949838263648,1,0,0,325,-1.2469885562147454,0,0,-254.42724403738976,4,12,-368.36746683716774,14,0,-167.28808268904686,0,3,-158.23913836479187,0,0
3043,4,3,9.868861142226535,1,0,0,305,14.971075645514901,0,0,-162.9521351158619,0,5,-147.94677206873894,0,0,-148.2746363580227,0,0,-157.88179782032967,0,3
3044,0,3,-67.71269264817226,1,0,0,322,-58.679936200380325,4,0,-156.3438157737255,0,0,-426.0076042711735,18,0,-155.66818514466286,0,0,-173.86392185091972,1,1
3045,7,3,93.19855449284827,1,0,0,190,102.68080289449011,0,0,-93.46867740154266,0,0,-93.76933988928795,0,0,-93.51426374912262,0,0,-138.79289224743843,3,0
3046,7,0,218.40216287885391,1,0,0,41,218.96042539392198,0,0,-19.333794742822647,0,0,-19.304629266262054,0,0,-19.25262886285782,0,0,-22.20141527056694,0,1
3047,3,2,104.41223353658405,1,0,0,132,148.91522084389413,0,0,-90.35297670960426,0,9,-63.27675178647041,0,0,-258.46211248636246,13,0,-63.90506932139397,0,0
3048,1,0,-6.003540588276792,1,0,0,286,28.325058358056197,0,0,-295.9315735697746,0,52,-154.8343330323696,1,0,-140.14210483431816,0,0,-140.57760700583458,0,0
3049,5,2,-29.423799881764722,1,0,0,304,15.728765645197456,0,0,-147.35953956842422,0,0,-147.31854113936424,0,0,-357.6219492852688,14,0,-163.11916363239288,1,0
3050,6,2,82.32332706366273,1,0,0,125,21.296303557498106,4,24,-154.52644419670105,0,31,-185.07072439789772,0,41,-61.96799370646477,0,0,-65.2573630809784,0,2
3051,1,1,64.18335490311901,1,0,0,183,19.051186663763872,6,0,-88.67312663793564,0,0,-88.53247502446175,0,0,-88.3289422094822,0,0,-223.4570111334324,9,0
3052,6,3,48.64432191848755,1,0,0,245,61.18113973736763,0,0,-119.23368901014328,0,0,-119.65822675824165,0,0,-179.4735651910305,4,0,-119.59404918551445,0,0
3053,4,1,186.29955892477716,1,0,0,83,186.91923372660364,0,0,-39.60072222352028,0,0,-40.208980947732925,0,0,-40.2570820748806,0,0,-40.49751099944115,0,0
3054,4,2,-3.073595242840753,1,0,0,295,-18.95552285228456,0,14,-142.33887672424316,0,0,-142.5546449124813,0,0,-232.19970420002937,6,0,-142.17637038230896,0,0
3055,5,2,214.78399102517534,1,0,0,47,214.87001535722186,0,0,-21.60333576798439,0,0,-22.05827084183693,0,0,-21.891877561807632,0,0,-21.682290345430374,0,0
3056,7,0,185.82846691352984,1,0,0,81,173.83015131098884,1,0,-37.99269074201584,0,0,-37.9410180747509,0,0,-37.907120048999786,0,0,-38.275559306144714,0,0
3057,0,0,-105.7043029836246,1,0,0,449,-99.50930522595134,0,0,-238.98492631316185,0,6,-220.71424174308777,0,0,-220.47580897808075,0,0,-235.69437551498413,1,0
3058,4,0,-830.4103371322153,0,1,0,700,-563.2395266294479,11,0,-348.6221439540386,0,0,-648.5871610045433,20,0,-1113.4210185706615,51,0,-1278.181835502386,62,0
3059,6,1,-528.8507526814931,0,1,0,700,-396.48686400055885,0,0,-466.59527227282524,8,0,-752.116960644722,27,0,-347.08723539114,0,0,-481.96743109822273,9,0
3060,5,1,17.412292782749347,1,0,0,236,53.85473382898738,1,0,-113.84145051240921,0,0,-353.84540605545044,16,0,-114.39650174975395,0,0,-114.99562588334084,0,0
3061,2,3,-25.475306227377445,1,0,0,305,-16.730862953833167,2,0,-224.48044881224632,5,0,-239.35106843709946,6,0,-149.1972262263298,0,0,-149.0454961359501,0,0
3062,5,2,222.8261199423245,1,0,0,36,222.68040309633528,0,0,-16.85668846964836,0,0,-17.18769261240959,0,0,-16.853691071271896,0,0,-16.508874088525772,0,0
3063,3,1,-419.07939016222934,0,1,0,700,-396.86775356531143,0,0,-376.91481071710587,0,10,-347.15305334329605,0,0,-415.87117633223534,0,23,-358.590156853199,0,4
3064,6,1,224.9844668132918,1,0,0,33,225.02777705022265,0,0,-15.55557531118393,0,0,-15.609299957752228,0,0,-15.609742522239685,0,0,-15.616539478302002,0,0
3065,3,0,123.35575089539802,1,0,0,141,141.86388112391745,0,0,-100.73452574014664,0,11,-127.79334318637848,4,0,-67.70966699719429,0,0,-67.70473358035088,0,0
3066,6,2,182.2721315596785,1,0,0,88,182.58111407501357,0,0,-42.780633479356766,0,0,-42.687059462070465,0,0,-42.700198501348495,0,0,-42.48113626241684,0,0
3067,1,2,-123.83146207247442,1,0,1,456,-105.6133101454803,0,0,-225.71853122115135,0,0,-315.576910674572,7,0,-225.42047137022018,0,0,-225.68522980809212,0,0
3068,5,3,-559.9700207710264,0,1,0,700,-405.5753834247589,0,3,-842.145608574152,10,115,-362.7116346359253,0,5,-431.6774465441704,0,28,-557.7400306761265,14,0
3069,5,2,217.7709773540497,1,0,0,42,218.04286962747574,0,0,-20.309124171733856,0,0,-20.138472229242325,0,0,-20.32031387090683,0,0,-20.420072585344315,0,0
3070,6,1,216.23490058524268,1,0,0,39,208.4673610840525,0,4,-24.397851288318634,0,2,-21.443002849817276,0,1,-18.44068941473961,0,0,-18.439886033535004,0,0
3071,4,0,192.61744037696295,1,0,0,75,192.67781740852766,0,0,-35.90134444832802,0,0,-35.992034405469894,0,0,-35.989853382110596,0,0,-35.99309757351875,0,0
3072,6,1,249.71428571428572,1,0,0,1,249.71428571428572,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
3073,0,0,174.29797191108977,1,0,0,99,174.7923458644322,0,0,-46.92111012339592,0,0,-47.334656834602356,0,0,-47.740029871463776,0,0,-48.1638323366642,0,0
3074,4,1,155.2693735616548,1,0,0,121,157.11281197837422,0,0,-58.65830811858177,0,0,-59.06472161412239,0,0,-59.33940514922142,0,0,-65.41779500246048,0,2
3075,3,3,-506.883059775829,0,1,0,700,-487.7804805636406,6,0,-789.157395273447,28,7,-351.43056920170784,0,1,-354.62248769402504,0,2,-351.42436614632607,0,1
3076,7,2,-233.23853431599466,1,0,0,529,-162.1646152819906,0,0,-329.967853307724,0,23,-261.4075126647949,0,0,-426.3037316799164,11,0,-381.77753007411957,4,20
3077,3,3,240.32191017184937,1,0,0,13,240.37150742326463,0,0,-5.886693567037582,0,0,-5.995241641998291,0,0,-6.019708514213562,0,0,-6.003169983625412,0,0
3078,4,2,136.9792871756213,1,0,0,131,150.6303421301501,0,0,-62.02908098697662,0,0,-128.44199514389038,0,23,-62.48721793293953,0,0,-63.06132647395134,0,0
3079,2,0,-105.3743478366309,1,0,0,405,-65.60309619988715,0,0,-230.37922513484955,2,0,-215.82519069314003,1,0,-200.9259597659111,0,0,-351.28112453222275,10,0
