episode,worker_id,env_idx,reward,success,timeout,collisions,steps,eps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
8,1,0,-604.7559513963898,0,1,0,700,0.960693043575437,-591.4402096752663,0,65,-408.5467637841712,0,3,-519.59940596014,8,0,-444.4998416813936,3,0,-1059.6935358809742,44,0
9,4,1,-467.3137797095254,0,1,0,700,0.9558895783575597,-423.36157177545346,1,3,-531.9638321952137,0,44,-400.39368021199573,0,0,-535.3948608286671,6,15,-445.45495353629815,0,15
10,2,0,-411.55784099059866,0,1,0,700,0.9511101304657719,-420.12373086379387,0,7,-399.386618935119,0,0,-399.54970717579954,0,0,-399.80947747459845,0,0,-438.9196705036825,0,13
11,5,1,-401.09765647597993,0,1,0,700,0.946354579813443,-405.4952941779693,0,2,-399.5734652963153,0,0,-399.95883884434505,0,0,-399.96438641346845,0,0,-400.4962976478011,0,0
12,3,0,-462.492284842671,0,1,0,700,0.9416228069143757,-399.0328460628567,0,0,-399.37005296110334,0,0,-474.3681890301846,5,0,-474.5561399857882,5,0,-565.1341961734216,11,0
13,1,1,-574.1575449041071,0,1,0,700,0.9369146928798039,-549.319811856991,10,0,-609.9243011327833,11,15,-673.5123276170713,11,36,-493.5137244888633,5,6,-544.5175594248276,9,3
14,0,0,-555.7808807350527,0,1,0,700,0.9322301194154049,-504.0835568118352,7,0,-447.09282599501466,2,6,-624.1163413214451,15,0,-444.23605005029845,3,0,-759.3756294966726,24,0
15,0,1,-485.7055249322669,0,1,0,700,0.9275689688183278,-480.3939052966627,0,27,-399.46574996363745,0,0,-606.3419901253897,0,69,-465.06717206260544,0,22,-477.25880721303815,4,6
16,7,1,-441.569125688604,0,1,0,700,0.9229311239742362,-591.2683739177893,0,64,-417.21268773347185,0,6,-399.645999306056,0,0,-399.98296833244723,0,0,-399.7355991532534,0,0
17,6,0,-410.0776146508005,0,1,0,700,0.918316468354365,-398.8592198974366,0,0,-399.2378848664991,0,0,-399.2229706111579,0,0,-426.5524296974731,0,9,-426.5155681814346,0,9
18,3,1,-400.13338179816935,0,1,0,700,0.9137248860125932,-398.8125761709291,0,0,-399.0087579817,0,0,-399.58540893434593,0,0,-400.0582855400416,0,0,-403.2018803638309,0,1
19,4,0,-473.51532541423694,0,1,0,700,0.9091562615825302,-708.1935486439029,0,103,-399.24195354685673,0,0,-456.6741540411987,0,19,-400.08946248767154,0,0,-403.37750835155305,0,2
20,6,1,-569.9216849045658,0,1,0,700,0.9046104802746175,-398.3948879637768,0,0,-398.9255803334799,0,0,-398.92878362422096,0,0,-1178.9188164183718,52,0,-474.44035618297755,5,0
21,2,1,-400.6291203584708,0,1,0,700,0.9000874278732445,-399.0235445871701,0,0,-399.3075364066346,0,0,-399.5866088754945,0,0,-399.5874084714687,0,0,-405.640503451586,0,2
22,0,0,-435.78468580790536,0,1,0,700,0.8955869907338783,-474.2987179858777,0,25,-429.7835407382401,0,10,-474.86468322590434,0,25,-399.8212741849884,0,0,-400.155212904518,0,0
23,3,0,-399.21358444005966,0,1,0,700,0.8911090557802088,-398.9377279703041,0,0,-399.1072232833394,0,0,-399.12763755738484,0,0,-399.2953534240451,0,0,-399.59997996522554,0,0
24,2,0,-398.9277253265976,0,1,0,700,0.8866535105013078,-398.85387770775753,0,0,-398.85699370090384,0,0,-398.8639314340402,0,0,-399.0482451185165,0,0,-399.0155786717667,0,0
25,5,0,-425.5698572233768,0,1,0,700,0.8822202429488013,-399.36700386726267,0,0,-528.8644725075967,0,44,-399.9386396364308,0,0,-399.9074174251423,0,0,-399.7717526804526,0,0
26,1,0,-432.47034145924147,0,1,0,700,0.8778091417340573,-414.48806664580854,0,5,-493.0163589395128,0,31,-400.31299415667155,0,0,-400.1787500567514,0,0,-454.3555374974624,0,18
27,7,0,-406.69114373721067,0,1,0,700,0.8734200960253871,-435.10137053069883,0,12,-399.1487936266856,0,0,-399.72277056715177,0,0,-399.7509049583552,0,0,-399.73187900316,0,0
28,5,1,-408.9328837074437,0,1,0,700,0.8690529955452602,-444.72099326670144,3,0,-399.76782912172234,0,0,-400.0226962670785,0,0,-400.04986351129844,0,0,-400.1030363704139,0,0
29,4,1,-420.86162183622787,0,1,0,700,0.8647077305675338,-506.88375999666215,0,36,-399.15563602219527,0,0,-399.5358513052651,0,0,-399.5268757488995,0,0,-399.2059861081168,0,0
30,0,1,-476.3180933591327,0,1,0,700,0.8603841919146962,-512.9803412666616,3,23,-429.5869059676614,2,0,-639.6061144761364,16,0,-399.6048720410172,0,0,-399.81223304418785,0,0
31,7,1,-653.2686809058617,0,1,0,700,0.8560822709551227,-684.5585240788,18,5,-537.4174139373704,4,26,-648.3736551791469,12,23,-852.5335145131435,25,26,-543.4602968208446,9,3
32,1,1,-426.9597250301798,0,1,0,700,0.851801859600347,-399.3622105507833,0,0,-435.5280048770861,0,12,-399.28807758366196,0,0,-402.4947337733516,0,1,-498.1255983660177,0,33
33,6,0,-399.54516799024475,0,1,0,700,0.8475428503023453,-399.18077901072627,0,0,-399.41177154954653,0,0,-399.44668711921025,0,0,-399.92981748357874,0,0,-399.7567847881667,0,0
34,3,1,-429.44464878919996,0,1,1,700,0.8433051360508336,-399.079290438059,0,0,-399.1062101567354,0,0,-444.5570702341174,4,0,-399.71616332391,0,0,-504.7645097931799,7,0
35,4,0,-495.1981418236638,0,1,0,700,0.8390886103705794,-399.343012329356,0,0,-399.35470945345963,0,0,-579.1241864634483,12,0,-399.2979831361394,0,0,-698.8708177359149,20,0
36,6,1,-399.2004451424696,0,1,0,700,0.8348931673187264,-398.85087131638954,0,0,-398.848401616333,0,0,-399.3687835400698,0,0,-399.3494097017494,0,0,-399.58475953780464,0,0
37,2,1,-643.3837979756767,0,1,0,700,0.8307187014821328,-446.6624173544785,0,16,-519.2362185043459,8,0,-774.23661384479,25,0,-1077.1801437432982,44,6,-399.6035964314702,0,0
38,2,0,-404.26809768582007,0,1,0,700,0.8265651079747222,-399.5934799543093,0,0,-399.46200167018935,0,0,-399.68604736760716,0,0,-399.3258249717763,0,0,-423.2731344652166,0,8
39,7,0,-545.2692948579663,0,1,0,700,0.8224322824348486,-402.321048819364,0,1,-432.5507796641018,1,6,-576.5266252053659,7,24,-645.4894719555386,16,2,-669.4585486454615,15,15
40,0,0,-425.7115756876281,0,1,0,700,0.8183201210226743,-417.3555421165101,0,6,-417.4550689548813,0,6,-474.2898300715626,0,25,-411.2945685841868,0,4,-408.162868711001,0,3
41,4,1,-659.2588274404978,0,1,0,700,0.8142285204175609,-459.35131892510447,4,0,-834.3535306489632,29,0,-1119.3530343235486,48,0,-459.4489048914364,0,20,-423.7873484134376,0,8
42,3,0,-453.4894011841565,0,1,0,700,0.810157377815473,-399.02786858894916,0,0,-399.37186014413163,0,0,-549.6026057849131,10,0,-444.62896144346814,0,15,-474.8157099593214,0,25
43,5,0,-418.0184598650547,0,1,0,700,0.8061065909263957,-399.2007633758719,0,0,-399.3472433421318,0,0,-399.5132710308385,0,0,-480.6696692993734,0,27,-411.36135227705955,0,4
44,7,1,-410.6489320993874,0,1,0,700,0.8020760579717637,-414.06279080421075,0,5,-399.08908635869085,0,0,-399.0452922913461,0,0,-438.4199960341757,0,13,-402.62749500851294,0,1
45,1,0,-414.1642997846682,0,1,0,700,0.798065677681905,-399.2950372213842,0,0,-399.2750418152886,0,0,-399.2333921114842,0,0,-399.08947119492876,0,0,-473.92855658025525,5,0
46,5,1,-417.49174137496635,0,1,0,700,0.7940753492934954,-399.097652600604,0,0,-399.0188875207262,0,0,-399.5090478370876,0,0,-399.72732376983816,0,0,-490.1057951465768,6,0
47,0,1,-467.89103542215577,0,1,0,700,0.7901049725470279,-516.382328408734,0,39,-459.42804612660876,4,0,-549.4471199949826,10,0,-414.5628399795063,1,0,-399.634842600949,0,0
48,1,1,-566.8563620823379,0,1,0,700,0.7861544476842928,-525.1478671213195,5,17,-849.2757928722488,30,0,-519.4735892465569,8,0,-504.56401114828634,7,0,-435.8205500232773,0,12
49,6,0,-552.6234173916956,0,1,0,700,0.7822236754458713,-411.3694103198025,0,4,-507.3745379348422,0,36,-879.7001208382933,29,15,-534.7917722763418,9,0,-429.8812455891954,2,0
50,3,1,-413.0622952448472,0,1,0,700,0.778312557068642,-414.0449483800556,0,5,-453.041171369487,0,18,-399.05331138144834,0,0,-399.55130932853143,0,0,-399.6207357647143,0,0
51,4,0,-620.8893959638298,0,1,0,700,0.7744209942832988,-864.8288008318654,30,5,-546.7386963281049,5,24,-636.4056289884909,14,9,-618.3049242729826,11,18,-438.1689293977084,1,8
52,6,1,-416.9845419284637,0,1,0,700,0.7705488893118823,-398.5047741674993,0,0,-423.1138451868477,0,8,-462.72274152707206,0,21,-400.2847613470237,0,0,-400.2965874138761,0,0
53,2,1,-567.3876054422236,0,1,0,700,0.7666961448653229,-399.3594727935403,0,0,-399.3548285482663,0,0,-399.32929233965234,0,0,-1179.5665474238974,52,0,-459.3278861057599,4,0
54,5,0,-587.7901763841129,0,1,0,700,0.7628626641409962,-552.6001836232952,2,41,-759.5079864376021,24,0,-474.6594834478941,0,25,-423.2252611519035,0,8,-728.9579672598717,22,0
55,0,0,-399.1150665443299,0,1,0,700,0.7590483508202912,-399.1737599623067,0,0,-399.3758883169643,0,0,-399.251937131189,0,0,-399.0737709857343,0,0,-398.6999763254566,0,0
56,3,0,-426.1724474889104,0,1,0,700,0.7552531090661897,-399.1007248711594,0,0,-399.1273620679447,0,0,-519.0305214796431,8,0,-414.3934603020404,1,0,-399.21016872376623,0,0
57,2,0,-404.3631009916607,0,1,0,700,0.7514768435208588,-426.2054680786429,0,9,-399.0701728916271,0,0,-398.8591233183637,0,0,-399.0193019497884,0,0,-398.66143871987913,0,0
58,5,1,-409.184761433481,0,1,0,700,0.7477194593032545,-443.4105896878936,0,15,-401.85438893135245,0,1,-401.8183460727061,0,1,-399.20015658766204,0,0,-399.6403258877903,0,0
59,4,1,-404.8124057957292,0,1,0,700,0.7439808620067382,-426.0948543879244,0,9,-399.09761446169733,0,0,-399.4631918751454,0,0,-399.8029593377706,0,0,-399.6034089161083,0,0
60,1,0,-521.4186007206087,0,1,0,700,0.7402609576967045,-441.9827373119231,0,14,-519.6597449671062,8,0,-447.80000522657747,1,11,-714.3043315056854,21,0,-483.3461845917494,5,3
61,0,1,-423.7800798637507,0,1,0,700,0.736559652908221,-438.6348014346918,0,13,-480.6263251032623,0,27,-399.72350923589676,0,0,-399.78481951162615,0,0,-400.1309440332771,0,0
62,1,1,-422.7686376615964,0,1,0,700,0.7328768546436799,-414.037733394014,1,0,-399.0989995523969,0,0,-489.5463242192768,6,0,-399.5652368862783,0,0,-411.59489425601566,0,4
63,7,0,-452.53285216406056,0,1,0,700,0.7292124703704616,-411.63901819084583,0,4,-423.2777117095191,0,8,-468.2744260780848,0,23,-404.96311641795666,0,2,-554.5099884238972,10,2
64,7,1,-400.7088712104217,0,1,0,700,0.7255664080186093,-398.28166079749866,0,0,-398.5749277419596,0,0,-399.0948397520667,0,0,-399.10955900980383,0,0,-408.48336875077774,0,3
65,6,0,-401.4069580048369,0,1,0,700,0.7219385759785162,-399.2040329074117,0,0,-399.6319999875124,0,0,-399.74857145685854,0,0,-399.74143352383936,0,0,-408.70875214856153,0,3
66,0,0,249.71428571428572,1,0,0,1,0.7183288830986236,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0,249.71428571428572,0,0
67,3,1,-399.5624440568528,0,1,0,700,0.7147372386831305,-399.18333678682325,0,0,-399.43393438181783,0,0,-399.7231624886938,0,0,-399.5810998578945,0,0,-399.89068676903446,0,0
68,4,0,-424.8545687054802,0,1,0,700,0.7111635524897149,-428.7403753121287,0,10,-399.06094678167483,0,0,-491.95736069319094,0,31,-399.32787961267184,0,0,-405.1862811277333,0,2
69,6,1,-399.01789181993246,0,1,0,700,0.7076077347272662,-398.4738597385004,0,0,-398.8184171050935,0,0,-399.14932783563097,0,0,-399.2134484507491,0,0,-399.4344059696883,0,0
70,2,1,-452.3103076761249,0,1,0,700,0.7040696960536299,-402.6494729388634,0,1,-399.5527047908821,0,0,-399.52935822595504,0,0,-420.45892150875176,0,7,-639.361080916171,16,0
71,1,1,-343.38077641453066,1,0,0,653,0.7005493475733617,-282.93814588045075,0,7,-262.2638764649724,0,0,-433.4453923656097,6,27,-325.5735207727655,4,1,-412.6829465888517,5,25
72,5,0,-399.4142055386625,0,1,0,700,0.697046600835495,-398.9354256484638,0,0,-399.2333689863496,0,0,-399.52588568279793,0,0,-399.45642774839047,0,0,-399.9199196273111,0,0
73,0,1,-497.29420310522744,0,1,0,700,0.6935613678313175,-486.5774806091808,3,14,-630.8781465763061,12,18,-447.6118439691004,0,16,-399.2158372008567,0,0,-522.1877071706924,8,1
74,4,1,-466.7859993508944,0,1,1,700,0.6900935609921609,-428.76123929518366,2,0,-557.7790924171605,9,8,-413.833967267287,1,0,-399.25365706250136,0,0,-534.3020407123379,10,0
75,1,0,-409.79684928486597,0,1,0,700,0.6866430931872001,-438.50876663506034,0,13,-399.5366776388814,0,0,-399.49993808995544,0,0,-399.4615791616308,0,0,-411.9772848988041,0,4
76,7,0,-478.5059816494776,0,1,0,700,0.6832098777212641,-444.57710037857623,2,5,-414.48742777454373,1,0,-633.4377732109757,13,13,-498.0443485896068,5,8,-401.98325829368486,0,1
77,3,0,-428.70469504865605,0,1,0,700,0.6797938283326578,-402.309647993968,0,1,-432.25354513450435,0,11,-471.3117983272623,0,24,-438.421531879838,0,13,-399.2269519077083,0,0
78,7,1,-501.4677295143738,0,1,0,700,0.6763948591909945,-414.21649381179685,1,0,-729.5168236602259,22,0,-504.33016091366306,7,0,-399.63646086968095,0,0,-459.6387083165063,4,0
79,5,1,-420.37333068258954,0,1,0,700,0.6730128848950395,-465.3527624764138,4,2,-438.35377408985147,0,13,-399.34591356207443,0,0,-399.33589653148204,0,0,-399.4783067531267,0,0
80,2,0,-467.21031767697315,0,1,0,700,0.6696478204705644,-447.66145542978626,3,1,-549.3516061057469,10,0,-459.5685805630544,4,0,-399.44344608453986,0,0,-480.02650020173525,5,2
81,0,0,-405.63318665274136,0,1,0,700,0.6662995813682115,-398.98284035072965,0,0,-398.8430729001527,0,0,-399.1020772259979,0,0,-399.05276756625085,0,0,-432.18517522057476,2,1
82,6,0,-451.4774206684041,0,1,0,700,0.6629680834613705,-426.14360709541404,1,4,-531.144405337878,6,14,-420.27666564379035,0,7,-471.3156017439336,0,24,-408.5068235210058,0,3
83,3,1,-413.16196984304116,0,1,0,700,0.6596532430440636,-401.66610240913036,0,1,-398.68064711198866,0,0,-398.63427195767076,0,0,-449.65747597709884,0,17,-417.17135175931725,0,6
84,4,0,-415.7217263010851,0,1,0,700,0.6563549768288433,-443.52174019398166,3,0,-398.7848777334834,0,0,-398.82010656607184,0,0,-398.9800825255095,0,0,-438.50182448637827,0,13
85,6,1,-399.6704604933478,0,1,0,700,0.653073201944699,-399.29472730755896,0,0,-399.51597047303517,0,0,-399.66822034374763,0,0,-399.66399931817136,0,0,-400.2093850242251,0,0
86,2,1,-588.1617258691743,0,1,0,700,0.6498078359349755,-642.8108869847014,4,61,-483.9604363395591,2,18,-804.6946814509301,27,0,-489.7991606279826,6,0,-519.543463942699,1,35
87,1,1,-536.8883940738397,0,1,0,700,0.6465587967553006,-552.5843968543384,10,1,-612.8061057795862,8,31,-399.4687716920667,0,0,-639.5228520781128,16,0,-480.05984396509643,0,27
88,1,0,-492.48587020078276,0,1,0,700,0.6433260027715241,-408.5429277887539,0,3,-420.42692390125745,1,2,-786.4153777437476,25,4,-432.6132874549183,0,11,-414.4308341152379,0,5
89,2,0,-404.73894453902705,0,1,0,700,0.6401093727576664,-399.4018826033622,0,0,-399.43704208780383,0,0,-399.4349968579892,0,0,-420.2929649932339,0,7,-405.1278361527456,0,2
90,5,0,-406.72640795266074,0,1,0,700,0.6369088258938781,-399.6729808406161,0,0,-429.57931130652304,0,10,-402.47865844688306,0,1,-399.3128252818348,0,0,-402.5882638874449,0,1
91,4,1,-399.3590333141469,0,1,0,700,0.6337242817644086,-399.2947536093958,0,0,-399.3313340018353,0,0,-399.6962567443494,0,0,-399.3578171174314,0,0,-399.11500509772384,0,0
92,3,0,-563.3451933470452,0,1,0,700,0.6305556603555866,-408.7130091246256,0,3,-549.6200583271481,10,0,-549.441820385028,10,0,-561.5424712414988,7,19,-747.4086076569242,23,1
93,7,0,-413.89570884379896,0,1,0,700,0.6274028820538087,-447.2105456308907,0,16,-399.3635277286444,0,0,-399.48044596485533,0,0,-399.791315546702,0,0,-423.63270934789995,0,8
94,5,1,-479.23454269471574,0,1,0,700,0.6242658676435396,-429.37272236856415,2,0,-399.3864401306122,0,0,-648.4624742164476,0,83,-399.4655735321437,0,0,-519.485503225811,8,0
95,0,1,-414.16650762775527,0,1,0,700,0.6211445383053219,-404.9023011116208,0,2,-402.30241201246355,0,1,-441.191524268417,0,14,-414.2468173186252,0,5,-408.1894834276502,0,3
96,7,1,-515.7733416630998,0,1,0,700,0.6180388156137953,-668.7920919855505,18,0,-546.0426953811989,9,4,-399.6058161792104,0,0,-564.7487015264003,11,0,-399.67740324313843,0,0
97,0,0,-420.17973330744354,0,1,0,700,0.6149486215357263,-504.55045817466004,0,35,-399.30960775651886,0,0,-399.19690539506564,0,0,-399.0882458431668,0,0,-398.7534493678077,0,0
98,6,0,-399.4069389399896,0,1,0,700,0.6118738784280476,-399.0650828984803,0,0,-399.1641028050047,0,0,-399.6059754637189,0,0,-399.5863202543802,0,0,-399.6132132783638,0,0
99,3,1,-415.01874924712956,0,1,0,700,0.6088145090359074,-462.47268389227355,4,1,-414.5271815595668,1,0,-399.358795491586,0,0,-399.40751694819335,0,0,-399.32756834403136,0,0
100,0,1,206.51362950164471,1,0,0,56,0.6057704364907278,206.42140460485928,0,0,206.44188222389005,0,0,206.5237971283427,0,0,206.59978457584037,0,0,206.58127897529127,0,0
101,4,0,-536.8697232780966,0,1,0,700,0.6027415843082742,-474.13088184163666,5,0,-639.1818645273081,16,0,-399.2792158858789,0,0,-399.8450624074896,0,0,-771.9115917281653,24,4
102,6,1,-399.1670125212269,0,1,0,700,0.5997278763867329,-399.0629963918318,0,0,-399.07371178210144,0,0,-399.03353340050325,0,0,-399.2806350225835,0,0,-399.3841860091136,0,0
103,7,1,165.9795105200038,1,0,0,107,0.5967292370047992,166.40199755436873,0,0,166.39599609510867,0,0,166.47529899685904,0,0,166.69999130102536,0,0,163.92426865265702,0,1
104,2,1,-110.89084234367431,1,0,0,426,0.5937455908197752,-128.81338022679125,3,0,-104.93050334102418,0,7,-93.00083076383254,0,3,-110.91677324338539,1,4,-116.79272414333798,0,11
105,1,1,-401.92292172605886,0,1,0,700,0.5907768628656763,-398.26255625303645,0,0,-398.8654007979164,0,0,-398.93683115564994,0,0,-399.2421138739294,0,0,-414.3077065497618,1,0
106,2,0,-464.4120128584415,0,1,0,700,0.5878229785513479,-423.1793063683379,0,8,-399.64077474475016,0,0,-489.6402683462365,6,0,-534.7696262833928,9,0,-474.8300885494883,5,0
107,1,0,-424.2491358933084,0,1,0,700,0.5848838636585911,-399.1689711556868,0,0,-399.2808704954502,0,0,-399.73065341677705,0,0,-400.0594693093752,0,0,-523.0057150892528,8,1
108,3,0,-518.4704296045168,0,1,0,700,0.5819594443402982,-438.37524433801303,0,13,-549.4120593350258,10,0,-579.7614404632069,12,0,-414.8202952020533,1,0,-609.9831086842828,14,0
109,5,0,-403.07989346667296,0,1,0,700,0.5790496471185967,-419.46880816590635,1,2,-398.8054262787198,0,0,-398.8529796376411,0,0,-399.06720925390135,0,0,-399.2050439971963,0,0
110,7,0,-450.54569805515564,0,1,0,700,0.5761543988830038,-399.3560808173805,0,0,-459.76002332816915,4,0,-594.6404414859644,13,0,-399.38557856724395,0,0,-399.5863660770224,0,0
111,5,1,-415.9994036817315,0,1,0,700,0.5732736268885887,-420.57414640084966,0,7,-399.2438186101805,0,0,-423.29181062192134,0,8,-398.901337402328,0,0,-437.9859053733787,0,13
112,4,1,-399.1627989317217,0,1,0,700,0.5704072587541458,-398.63274446920747,0,0,-398.78465960165937,0,0,-399.21141791247305,0,0,-399.41495806559175,0,0,-399.7702146096755,0,0
113,6,0,-459.25641503487003,0,1,0,700,0.567555222460375,-399.04783916535916,0,0,-399.0432761319827,0,0,-399.276934573381,0,0,-504.27197652766483,7,0,-594.6420487759608,13,0
114,0,0,-422.16842909386196,0,1,0,700,0.5647174463480732,-504.2508754886617,7,0,-399.3820483478615,0,0,-399.3168510208256,0,0,-399.4774253456506,0,0,-408.4149452663131,0,3
115,3,1,-404.86594714155547,0,1,0,700,0.5618938591163328,-399.3247371263521,0,0,-399.6284489056388,0,0,-411.55700572510784,0,4,-411.4773993732466,0,4,-402.3421445774309,0,1
116,0,1,-423.33479577540083,0,1,0,700,0.5590843898207511,-399.0656572702352,0,0,-489.05973622760087,6,0,-414.3409997766432,1,0,-414.3420457252422,1,0,-399.86553987728405,0,0
117,4,0,-400.113245585203,0,1,0,700,0.5562889678716474,-399.6505523084852,0,0,-399.52573469518285,0,0,-399.5751965681995,0,0,-399.29415689098283,0,0,-402.5205874631637,0,1
118,6,1,-459.194180923118,0,1,0,700,0.5535075230322891,-471.4829486106307,4,4,-579.8348455028506,12,0,-414.85941980753154,1,0,-429.87758913383976,2,0,-399.91610156073864,0,0
119,7,1,-453.45173369582943,0,1,0,700,0.5507399854171277,-414.1045697663815,1,0,-399.1562350655106,0,0,-504.5041452400948,7,0,-489.5521586281693,6,0,-459.9415597789917,4,0
120,2,1,-401.2712172537917,0,1,0,700,0.547986285490042,-408.7198791915744,0,3,-399.6005285763207,0,0,-399.39695513210023,0,0,-399.5464647703712,0,0,-399.0922585985916,0,0
121,1,1,-433.1678963620206,0,1,0,700,0.5452463540625918,-398.58094583136165,0,0,-554.5960339742921,0,52,-413.79344530888363,1,0,-399.34823927084005,0,0,-399.52081742472546,0,0
122,1,0,-405.14705944041594,0,1,0,700,0.5425201222922789,-399.32030334289647,0,0,-399.0782272734241,0,0,-399.0391166843672,0,0,-399.2045327995493,0,0,-429.0931171018447,0,10
123,3,0,-399.17222992654365,0,1,0,700,0.5398075216808175,-399.00247127481214,0,0,-399.32569542532895,0,0,-399.3909138293115,0,0,-399.2916841714615,0,0,-398.8503849318036,0,0
124,7,0,-400.4541943639598,0,1,0,700,0.5371084840724134,-405.2771099913334,0,2,-399.6430549534274,0,0,-399.3423681648027,0,0,-399.1179290710321,0,0,-398.8905096392032,0,0
125,2,0,-479.8559073582796,0,1,0,700,0.5344229416520513,-411.08959731162827,0,4,-399.6390223982871,0,0,-594.584734220587,13,0,-414.537819880925,1,0,-579.4283629799746,12,0
126,4,1,-410.01530638767866,0,1,0,700,0.531750826943791,-399.32021343883457,0,0,-399.16861211876875,0,0,-413.97735750662787,1,0,-411.33333952109996,0,4,-426.2770093530626,0,9
127,5,0,-427.5188135481403,0,1,0,700,0.5290920728090721,-504.78527965804693,5,10,-402.81809797372443,0,1,-399.86915847430754,0,0,-429.8354686966511,2,0,-400.2860629379728,0,0
128,5,1,-407.7408520196388,0,1,0,700,0.5264466124450268,-399.4589586275273,0,0,-399.5054538949857,0,0,-411.4134420303789,0,4,-411.18345956546585,0,4,-417.1429459798381,0,6
129,0,0,-503.24441810751955,0,1,0,700,0.5238143793828016,-432.23747123904667,2,1,-411.5294425531503,0,4,-807.6799579929962,27,1,-447.3839169709988,0,16,-417.3913017814052,1,1
130,6,0,-417.9204854154756,0,1,0,700,0.5211953074858876,-419.7334482410923,0,7,-399.11310556643446,0,0,-399.1557494604263,0,0,-402.76816798608183,0,1,-468.83195582334355,0,23
131,3,1,-401.74744249283043,0,1,0,700,0.5185893309484582,-411.3105277212115,0,4,-399.33734385379546,0,0,-399.3739063839566,0,0,-399.35228759283086,0,0,-399.36314691235583,0,0
132,0,1,-399.2853114942766,0,1,0,700,0.5159963842937159,-399.1090373594592,0,0,-399.2115122994714,0,0,-399.1237617697491,0,0,-399.35014472174885,0,0,-399.63210132095287,0,0
133,4,0,-402.45556034237796,0,1,0,700,0.5134164023722473,-399.0258177522644,0,0,-399.5157730801517,0,0,-399.523488956789,0,0,-399.68846764827447,0,0,-414.5242542744099,1,0
134,6,1,-402.4556447589886,0,1,0,700,0.510849320360386,-399.19844989280955,0,0,-399.50973155028754,0,0,-399.46532673212187,0,0,-399.40127905947696,0,0,-414.70343656024664,1,0
