episode,worker_id,env_idx,reward,success,timeout,collisions,steps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
1087,0,0,211.17750126549174,1,0,0,47,213.95017156430652,0,0,-22.56539762020111,0,0,-37.4377064704895,1,0,-22.220439225435257,0,0,-22.124836206436157,0,0
1088,11,0,-401.37610445618594,0,1,0,700,-398.2154666483402,0,0,-348.2313457429409,0,0,-348.3461582362652,0,0,-348.3210836946964,0,0,-363.76646795868874,1,0
1089,3,1,-645.6286028265949,1,0,0,539,-1146.790997684002,65,0,-342.6511277258396,0,25,-1092.6938026845455,55,0,-762.4806385338306,33,0,-267.52644750475883,0,0
1090,10,0,-837.3125723659975,0,1,0,700,-900.7326343357563,0,167,-845.0669744312763,0,165,-1438.9787574410439,0,363,-391.93727669119835,0,14,-409.8472189307213,3,5
1091,2,1,-206.5585612041612,1,0,0,576,-200.99883693882396,0,0,-286.4248594343662,0,0,-298.54500061273575,0,4,-286.57228004932404,0,0,-301.96611469984055,1,0
1092,2,1,234.32523680925368,1,0,0,21,234.3164966404438,0,0,-9.723738461732864,0,0,-9.562027394771576,0,0,-9.779439568519592,0,0,-9.625107169151306,0,0
1093,5,1,-465.8629126131535,0,1,0,700,-419.68447437882423,0,7,-363.7683888375759,0,5,-531.7325056195259,0,61,-465.43223878741264,0,39,-348.6969554424286,0,0
1094,1,0,-426.40280086994215,0,1,0,700,-399.2781108915806,0,0,-349.38959434628487,0,0,-349.4188634157181,0,0,-364.45979398489,1,0,-469.46764171123505,8,0
1095,9,1,-579.6776749491696,0,1,0,700,-454.8642536997795,0,19,-378.1770135462284,0,10,-372.70726758241653,1,3,-483.726485311985,9,0,-1008.9133546054363,44,0
1096,6,0,-425.42566624283745,0,1,0,700,-413.4596205353737,0,5,-453.6960111260414,7,0,-349.11271753907204,0,0,-361.12557235360146,0,4,-349.73440966010094,0,0
1097,4,0,-471.91917722225213,0,1,0,700,-419.7672993540764,0,7,-370.12653106451035,1,2,-598.4373187422752,0,83,-382.3755316734314,0,11,-388.8892052769661,1,8
1098,2,0,-402.2732585310934,0,1,0,700,-401.690024882555,0,1,-349.263295263052,0,0,-361.31680777668953,0,4,-349.2735535502434,0,0,-349.8226111829281,0,0
1099,7,1,-423.64218394160235,0,1,0,700,-401.60137236118317,0,1,-348.65966817736626,0,0,-379.09505665302277,2,0,-439.1228436231613,6,0,-349.73197889328003,0,0
1100,1,1,-398.7751203417781,0,1,0,700,-398.2723480761051,0,0,-348.3473200201988,0,0,-348.9441418647766,0,0,-349.0260216295719,0,0,-349.28577011823654,0,0
1101,8,1,-452.5068864643571,0,1,0,700,-398.26003992557526,0,0,-348.3154170513153,0,0,-348.7068232893944,0,0,-498.6622804105282,10,0,-468.58987164497375,8,0
1102,4,1,-418.77529021501556,0,1,0,700,-405.2410317361355,0,2,-349.3154744505882,0,0,-349.5283761024475,0,0,-349.73692870140076,0,0,-440.0546400845051,6,0
1103,4,0,202.06392585550037,1,0,0,62,197.2042637041637,0,2,-29.02582636475563,0,0,-28.971005022525787,0,0,-28.8848697245121,0,0,-29.145790457725525,0,0
1104,4,1,211.39010062388013,1,0,0,51,211.05726256540845,0,0,-24.17530357837677,0,0,-24.174538761377335,0,0,-23.91589030623436,0,0,-23.555312514305115,0,0
1105,10,1,-559.4109088063232,0,1,0,700,-551.2817339003086,0,51,-737.9896282553673,26,0,-591.116710960865,0,81,-353.8089802265167,0,2,-362.8574906885624,1,0
1106,5,0,-49.594486058609675,1,0,0,384,-49.44783936228072,0,0,-189.7573674917221,0,0,-189.7847425341606,0,0,-189.78583911061287,0,0,-190.33949893712997,0,0
1107,9,0,-414.01915846467034,0,1,0,700,-408.63196036219597,0,3,-409.33664578199387,4,0,-348.9910697340965,0,0,-348.64028185606,0,0,-354.4958345890045,0,2
1108,8,0,-507.3525159895422,0,1,0,700,-399.1977681517601,0,0,-349.2078484594822,0,0,-469.4156205356121,8,0,-349.4403563439846,0,0,-769.500986456871,28,0
1109,2,0,123.80655060240201,1,0,0,159,124.37496853300505,0,1,-77.25071451067924,0,0,-77.01153919100761,0,0,-77.12435966730118,0,0,-92.24131643772125,0,5
1110,7,0,-456.7212477743627,0,1,0,700,-404.9647594988346,0,2,-352.1645875275135,0,1,-349.1739856302738,0,0,-349.15875056385994,0,0,-628.144155651331,0,93
1111,3,0,-402.22192745208724,0,1,0,700,-398.6758569777012,0,0,-349.16846001148224,0,0,-349.1969105005264,0,0,-364.22514259815216,1,0,-349.843267172575,0,0
1112,0,1,-411.9164704322818,0,1,0,700,-399.3971454203129,0,0,-349.0050741136074,0,0,-348.73299837112427,0,0,-393.3642607331276,3,0,-369.0828735232353,1,2
1113,11,1,-405.5227785348889,0,1,0,700,-399.63953399658203,0,0,-379.54635229706764,2,0,-349.60057854652405,0,0,-349.47689989209175,0,0,-349.35052794218063,0,0
1114,6,1,-560.3406276226043,0,1,0,700,-420.3353655040264,0,7,-355.14813151955605,0,2,-1054.003058284521,0,235,-420.7019325196743,0,24,-351.514650285244,0,1
1115,5,0,-235.7564153236999,1,0,0,338,-13.746686969484585,0,0,-167.19687893986702,0,0,-767.1460507810116,40,0,-167.06969371438026,0,0,-677.3370519280434,34,0
1116,0,0,-398.24618850946393,0,1,0,700,-398.70835280418396,0,0,-348.3702425658703,0,0,-348.1349168121815,0,0,-348.04390719532967,0,0,-347.97352316975594,0,0
1117,10,1,-120.44473735264387,1,0,0,397,-60.02815082243512,0,0,-211.5631440281868,1,0,-197.06386083364487,0,0,-392.4901782274246,13,0,-287.36406713724136,6,0
1118,11,0,-581.2022592604168,0,1,0,700,-623.039613544941,15,0,-392.7662840485573,3,0,-449.5982339978218,6,4,-800.2762135267258,30,1,-440.33095118403435,0,31
1119,3,1,-398.57616756558434,0,1,0,700,-398.9398906826973,0,0,-348.64751014113426,0,0,-348.4280214905739,0,0,-348.4025777578354,0,0,-348.4628377556801,0,0
1120,7,1,-225.94178973010617,1,0,0,558,-186.69828849605153,0,0,-472.5954299271107,13,0,-277.35388603806496,0,0,-277.56393641233444,0,0,-277.7831220626831,0,0
1121,7,1,222.10296852162907,1,0,0,37,222.3864500480039,0,0,-17.028417259454727,0,0,-17.320388227701187,0,0,-17.56321582198143,0,0,-17.673871845006943,0,0
1122,10,0,-398.6710309207442,0,1,0,700,-400.2354784309864,0,1,-350.18593871593475,0,1,-347.30091696977615,0,0,-347.57975524663925,0,0,-348.05306524038315,0,0
1123,2,1,-398.6777399361135,0,1,0,700,-398.7430555522442,0,0,-348.595501601696,0,0,-348.497545003891,0,0,-348.6093112528324,0,0,-348.9432862699032,0,0
1124,5,1,-465.2692408084868,0,1,0,700,-410.7603574693203,0,4,-648.6420066654682,20,0,-351.5799164175987,0,1,-363.60000815987587,0,5,-351.7639153301716,0,1
1125,1,0,-401.2789117157457,0,1,0,700,-399.47828501462936,0,0,-349.4538285434246,0,0,-349.44826409220695,0,0,-349.51259833574295,0,0,-358.50158259272575,0,3
1126,9,1,-398.9381998956205,0,1,0,700,-399.4061504602432,0,0,-349.14130970835686,0,0,-348.96918508410454,0,0,-348.7231973707676,0,0,-348.4511568546295,0,0
1127,6,0,-2686.413575124741,0,1,0,700,-655.9623278081417,14,16,-3227.9810479581356,192,0,-4112.948967516422,251,0,-3617.9672932326794,218,0,-1617.208239108324,84,3
1128,1,1,-480.1953082084655,0,1,0,700,-447.1293334662914,0,16,-351.77179223299026,0,1,-657.5314937829971,0,103,-351.34217661619186,0,1,-393.2017449438572,3,0
1129,5,1,221.8136983411653,1,0,0,37,222.03729617169927,0,0,-17.389359295368195,0,0,-17.401097744703293,0,0,-17.72354030609131,0,0,-18.16909283399582,0,0
1130,1,0,227.36023143700191,1,0,0,30,227.3102908389909,0,0,-14.152274250984192,0,0,-14.04678863286972,0,0,-13.993343770503998,0,0,-14.03101271390915,0,0
1131,8,0,-204.72257767404813,1,0,0,580,-206.68421314443862,0,1,-290.8779282569885,0,1,-287.78883931040764,0,0,-287.63374730944633,0,0,-287.7710174918175,0,0
1132,2,1,196.89513548527447,1,0,0,69,197.07737653170315,0,0,-33.19076117873192,0,0,-33.4298857152462,0,0,-33.536924958229065,0,0,-33.586984395980835,0,0
1133,8,1,-516.1692471921443,0,1,0,700,-983.4653001129627,39,0,-348.92183819413185,0,0,-349.22362247109413,0,0,-349.5535144805908,0,0,-349.68196070194244,0,0
1134,4,0,-404.7418393909933,0,1,0,700,-398.4349979162216,0,0,-348.48699975013733,0,0,-348.5868975818157,0,0,-378.8825849890709,2,0,-349.31771671772003,0,0
1135,5,0,-589.2014828000753,1,0,1,325,-6.070332846471246,0,1,-160.7190941274166,0,0,-955.6267158389091,53,0,-1540.9303413331509,92,0,-911.2323584258556,51,0
1136,4,1,-399.4336967766284,0,1,0,700,-399.12345561385155,0,0,-349.26309618353844,0,0,-349.3849695324898,0,0,-349.5669589340687,0,0,-349.83000361919403,0,0
1137,5,0,224.2154740503856,1,0,0,34,224.21538253341402,0,0,-16.077121794223785,0,0,-16.072380512952805,0,0,-16.068196415901184,0,0,-16.063170701265335,0,0
1138,9,0,-451.6245114207265,0,1,0,700,-417.4415637552738,0,6,-394.57870012521744,3,0,-358.5220187008381,0,3,-532.4044540822506,12,1,-355.17582044005394,0,2
1139,2,0,-398.9752466619013,0,1,0,700,-398.66213381290436,0,0,-348.70197409391403,0,0,-349.23213228583336,0,0,-349.15978023409843,0,0,-349.1202128827572,0,0
1140,7,0,-420.47366997599624,0,1,0,700,-401.70895025134087,0,1,-348.8452127277851,0,0,-348.83481737971306,0,0,-453.838969707489,7,0,-349.14039981365204,0,0
1141,3,0,-447.31274614334103,0,1,0,700,-429.3985539674759,0,10,-493.3329145014286,9,3,-349.2586149275303,0,0,-352.22489798069,0,1,-412.34874933958054,0,21
1142,3,0,213.64229249273026,1,0,0,48,213.9878651670047,0,0,-22.265781968832016,0,0,-22.547907054424286,0,0,-22.913431465625763,0,0,-23.192139357328415,0,0
1143,3,0,249.71428571428572,1,0,0,1,249.71428571428572,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0
1144,0,1,-398.9185469686984,0,1,0,700,-398.5483619570732,0,0,-348.5550315976143,0,0,-348.7533109486103,0,0,-349.224996984005,0,0,-349.5110333561897,0,0
1145,11,1,-457.298847991228,0,1,0,700,-397.120968490839,0,0,-347.1891075372696,0,0,-347.26004061102867,0,0,-527.3319019973278,12,0,-467.59222131967545,8,0
1146,6,0,-78.75384495854397,1,0,0,364,-48.61018308997154,1,0,-194.52368187904358,0,5,-185.4929193854332,0,2,-185.93748012185097,0,2,-363.2049603164196,7,27
1147,6,1,-444.95999878644915,0,1,0,700,-428.4723057746887,0,10,-438.357928276062,0,30,-423.2301388978958,0,25,-374.98303908109665,0,9,-359.75658190250397,0,4
1148,10,1,-503.38956797974436,1,0,0,648,-257.7487686063562,0,0,-652.7453835308552,22,0,-397.8855109512806,5,0,-322.98369151353836,0,0,-1145.0130567252636,53,9
1149,2,1,-89.24158334476613,1,0,0,430,-84.84780239207404,0,0,-230.3650600016117,0,6,-212.2524424791336,0,0,-212.10021018981934,0,0,-215.21383023262024,0,1
1150,0,0,-434.3331184148786,0,1,0,700,-417.65554517507553,0,6,-418.6588681936264,0,23,-427.6143467128277,0,26,-358.5228638648987,0,3,-349.2139681279659,0,0
1151,11,1,147.05498790144918,1,0,0,133,147.60516986250877,0,0,-64.43669536709785,0,0,-64.98107245564461,0,0,-65.17697933316231,0,0,-65.73548319935799,0,0
1152,11,0,-657.1479099273682,0,1,0,700,-683.611204624176,19,0,-408.9087160527706,4,0,-348.90406462550163,0,0,-979.4585836529732,42,0,-664.8569806814194,21,0
1153,2,1,188.81897683399063,1,0,0,80,188.63898513572556,0,0,-38.39575818181038,0,0,-38.23152309656143,0,0,-38.08242458105087,0,0,-38.405823677778244,0,0
1154,3,1,-453.1376802742486,0,1,0,700,-401.5149005353451,0,1,-348.53170278668404,0,0,-348.43061086535454,0,0,-348.70627784729004,0,0,-618.5049093365669,18,0
1155,7,1,-635.863498371839,0,1,0,700,-621.8003317117691,14,4,-829.5157395601273,32,0,-784.3735091686249,29,0,-364.3894040286541,1,0,-379.2385073900223,2,0
1156,10,0,-398.7807176947588,0,1,0,700,-398.4417945444584,0,0,-348.4566287994385,0,0,-348.6465301513672,0,0,-348.94959941506386,0,0,-349.40903556346893,0,0
1157,9,1,-402.2210156798363,0,1,0,700,-399.17344042658806,0,0,-349.14982786774635,0,0,-349.1652211844921,0,0,-349.18090388178825,0,0,-364.4356850385666,1,0
1158,0,0,-773.6802295105799,1,0,0,229,-498.3216391163213,38,0,-1372.5527298152447,84,0,-2077.1814702153206,131,0,-546.7962376773357,29,0,-111.83478501439095,0,0
1159,1,1,-404.63736587762844,0,1,0,700,-425.78067776560783,0,9,-348.8743714094162,0,0,-349.1142668426037,0,0,-349.5127215385437,0,0,-349.9047918319702,0,0
1160,5,1,-406.9249107658868,0,1,0,700,-398.18886587023735,0,0,-348.6553195118904,0,0,-349.1536786556244,0,0,-349.63071155548096,0,0,-388.9959782361984,0,13
1161,1,0,-414.5722086310391,0,1,0,700,-399.3964259028435,0,0,-349.38549584150314,0,0,-364.4859321117401,1,0,-349.73525834083557,0,0,-409.857930958271,4,0
1162,6,1,-3.7008830223764164,1,0,0,297,-69.9357727382864,6,0,-151.56361719965935,0,2,-145.5561522245407,0,0,-145.40068012475967,0,0,-166.61962139606476,0,7
1163,8,0,-423.8653909921646,0,1,0,700,-492.49408796429634,0,32,-352.2027875185013,0,1,-367.21055379509926,0,6,-358.28186586499214,0,3,-349.13765981793404,0,0
1164,6,1,245.7909530869552,1,0,0,6,245.78496866141046,0,0,-2.4997466802597046,0,0,-2.492357909679413,0,0,-2.4994554817676544,0,0,-2.4815002977848053,0,0
1165,8,1,-678.4632808387282,0,1,0,700,-1290.3331569433212,57,12,-466.572091370821,6,9,-457.3584523797035,5,11,-355.51294308900833,0,2,-622.5397604107857,0,92
1166,8,0,209.94727397305627,1,0,0,53,210.18488003952163,0,0,-24.9591044485569,0,0,-24.955141246318817,0,0,-24.95382210612297,0,0,-25.009013801813126,0,0
1167,4,0,-515.7667768120768,0,1,0,700,-968.9581719338894,38,0,-363.6703487932682,1,0,-348.604234367609,0,0,-348.7501894533634,0,0,-348.8509395122528,0,0
1168,4,1,-455.0919049322604,0,1,0,700,-683.1830196082592,19,0,-348.08846604824066,0,0,-347.9023797214031,0,0,-348.077275454998,0,0,-348.20838382840157,0,0
1169,6,1,176.55229605180875,1,0,0,95,174.48702927572387,0,1,-45.36856451630592,0,0,-45.41772136092186,0,0,-45.881801307201385,0,0,-46.486033260822296,0,0
1170,5,0,-601.2875444710262,0,1,0,700,-1287.4800714552402,59,1,-409.6320615410805,4,0,-349.6371774673462,0,0,-379.8039059638977,2,0,-379.8845059275627,2,0
1171,3,1,-292.9072292813234,1,0,0,279,18.52382005964006,1,0,-557.2596514225006,28,0,-137.21092212200165,0,0,-1241.677507609129,68,28,-228.05474245548248,0,30
1172,9,0,-504.90109107494345,0,1,0,700,-644.5991216599941,3,67,-354.8278758227825,0,2,-357.54326021671295,0,3,-450.7211686074734,6,4,-516.8140290677547,0,57
1173,9,0,237.27642748611314,1,0,0,17,237.24432350056512,0,0,-7.910789370536804,0,0,-7.928922027349472,0,0,-7.881376802921295,0,0,-7.712526440620422,0,0
1174,9,0,240.36384178910936,1,0,0,13,240.3495297900268,0,0,-5.885206639766693,0,0,-5.827734470367432,0,0,-5.983969867229462,0,0,-5.976267009973526,0,0
1175,2,0,-518.6455047368997,0,1,0,700,-398.39670953154564,0,0,-348.52305004000664,0,0,-348.5218440890312,0,0,-348.77449625730515,0,0,-949.011423766613,40,0
1176,7,0,-2268.4130514204503,0,1,0,700,-399.575457662344,0,0,-9544.558955341578,613,0,-499.29415383934975,10,0,-349.425403624773,0,0,-349.2112866342068,0,0
1177,2,1,-12.527088511841612,1,0,0,335,-11.177864474909654,0,0,-165.72764712572098,0,0,-165.43835335969925,0,0,-165.62412902712822,0,0,-171.81030571460724,0,2
1178,1,1,63.52535413163048,1,0,0,234,65.00617153303963,0,1,-130.19436371326447,0,5,-115.57232481241226,0,0,-115.6071444451809,0,0,-118.57699647545815,0,1
1179,3,0,-466.2251725316047,0,1,0,700,-698.7778658866882,0,100,-384.78514021635056,0,12,-348.5016996860504,0,0,-348.19145435094833,0,0,-350.8697025179863,0,1
1180,2,1,140.98605610813414,1,0,0,141,140.5657733806542,0,0,-69.01443600654602,0,0,-68.78068754076958,0,0,-68.49471345543861,0,0,-68.20279869437218,0,0
1181,0,1,-397.7003385066986,0,1,0,700,-397.26168978214264,0,0,-347.2928297519684,0,0,-347.6106452047825,0,0,-348.0537017583847,0,0,-348.28282603621483,0,0
1182,6,0,-398.17624627351717,0,1,0,700,-397.94964426755905,0,0,-347.9771230518818,0,0,-348.0176610350609,0,0,-348.3204851448536,0,0,-348.6163178682327,0,0
1183,6,1,-686.5678260385993,1,0,0,301,-389.19134959578514,27,0,-1618.5532075166702,98,0,-1753.5126442611217,107,0,-148.80165231227875,0,0,-178.7802765071392,0,10
1184,6,0,204.671295603684,1,0,0,59,205.23831907766206,0,0,-28.492329716682434,0,0,-28.54128748178482,0,0,-28.791296869516373,0,0,-28.62835556268692,0,0
1185,3,0,108.03225216099193,1,0,0,180,109.91700020858221,0,0,-89.11730813980103,0,0,-89.47309178113937,0,0,-89.6180571615696,0,0,-95.83299660682678,0,2
1186,5,1,-2316.894526369231,1,0,2,454,-3810.854330850499,248,0,-4471.041474431753,284,0,-1996.057644188404,118,0,-1216.3052719533443,66,0,-571.356767565012,23,0
1187,10,1,-656.5431948363783,0,1,0,700,-746.7314292788506,0,116,-417.96927785873413,0,23,-349.1140684187412,0,0,-349.332447886467,0,0,-1219.5687507390976,58,0
1188,3,0,237.45561153462953,1,0,0,16,238.08116140535898,0,0,-7.322019964456558,0,0,-7.2324546575546265,0,0,-7.428254306316376,0,0,-10.534660518169403,0,1
1189,6,0,216.55586397222112,1,0,0,44,216.6467661218984,0,0,-20.930492639541626,0,0,-21.10627058148384,0,0,-20.821439146995544,0,0,-20.72352960705757,0,0
1190,11,1,-399.5095827937125,0,1,0,700,-399.36277997493744,0,0,-349.5358660519123,0,0,-349.51731938123703,0,0,-349.50998839735985,0,0,-349.62196016311646,0,0
1191,11,0,-633.6072348952295,0,1,0,700,-441.5520646870136,0,14,-376.2921503186226,0,9,-348.99142095446587,0,0,-732.6672670245171,25,3,-1068.5332714915276,48,0
1192,2,0,-223.90946788702684,1,0,0,407,-458.18876470838273,26,0,-306.92930510640144,7,0,-262.28350749611855,4,0,-202.32982608675957,0,0,-424.6730788946152,0,74
1193,3,1,-142.89799108420112,1,0,0,456,-152.33944423709596,1,10,-226.9751182794571,0,0,-227.25383296608925,0,0,-227.33684521913528,0,0,-359.44185757637024,0,44
1194,1,0,-304.03677016496727,1,0,0,581,-210.56355300545692,0,2,-288.5776315033436,0,0,-288.8210081756115,0,0,-439.30340936779976,10,0,-628.9182487726212,1,108
1195,7,1,-581.3125278532501,0,1,0,700,-398.02688604593277,0,0,-347.83258882164955,0,0,-722.5549378097057,25,0,-872.5269535779953,35,0,-365.62127301096916,1,1
1196,10,0,-399.05287194252,0,1,0,700,-399.0137083232403,0,0,-348.9828889667988,0,0,-348.98694747686386,0,0,-349.07902801036835,0,0,-349.20178693532944,0,0
1197,3,1,167.02676554492544,1,0,0,100,142.66226177981923,2,0,-48.53058362007141,0,0,-48.46168866753578,0,0,-48.118542701005936,0,0,-48.131904780864716,0,0
1198,9,1,-1428.5917139589794,0,1,1,700,-2244.812926918268,123,0,-1384.9703651368618,69,0,-2345.2845661640167,133,0,-455.2867198586464,8,0,-512.6039917171001,0,54
1199,0,0,-444.61159713864305,0,1,0,700,-449.6765627563,0,17,-348.6426950991154,0,0,-348.4492798447609,0,0,-468.17779982089996,8,0,-408.1116481721401,4,0
1200,8,1,-408.42641945481284,0,1,0,700,-399.4090899825096,0,0,-349.2475355565548,0,0,-394.5398026108742,3,0,-349.32843095064163,0,0,-349.6072381734848,0,0
1201,8,0,-4501.480196392537,0,1,2,700,-4974.490918725729,306,0,-9019.4900675416,579,0,-6679.2794308662415,422,0,-1264.0903778970242,61,0,-370.05018693208694,0,7
1202,4,0,-411.434175771475,0,1,0,700,-399.5808512866497,0,0,-349.4724383056164,0,0,-349.35434052348137,0,0,-349.2609466314316,0,0,-409.50230211019516,4,0
1203,4,1,-504.76459230780654,0,1,0,700,-398.65337228775024,0,0,-349.1208183467388,0,0,-349.0879376530647,0,0,-349.51891565322876,0,0,-877.4419175982475,35,1
1204,5,0,-399.47094389200197,0,1,0,700,-399.4848920404911,0,0,-349.51440382003784,0,0,-349.4610011577606,0,0,-349.4601940512657,0,0,-349.43422839045525,0,0
1205,1,0,-353.44468151330943,1,0,0,252,28.972523480653763,0,8,-124.63584038615227,0,0,-934.4336703419685,54,0,-664.5292986631393,36,0,-784.597121655941,44,0
1206,9,0,-399.3922913193705,0,1,0,700,-399.02712124586105,0,0,-349.33333426713943,0,0,-349.4714256823063,0,0,-349.54744148254395,0,0,-349.5821339190006,0,0
1207,7,0,-407.5451279103756,0,1,0,700,-398.67340341210365,0,0,-348.6452898681164,0,0,-348.4780924022198,0,0,-348.52373600006104,0,0,-393.40511786937714,3,0
1208,2,1,-420.6423028920381,1,0,0,549,-315.5199049924101,0,45,-276.4339474439621,0,1,-1248.066499531269,65,0,-272.82348039746284,0,0,-362.93911066651344,6,0
1209,1,1,-966.2293745994572,0,1,0,700,-425.9953654408455,0,9,-1416.7975441217422,71,1,-1596.5740559101105,83,1,-843.3786671161652,33,0,-348.40124040842056,0,0
1210,0,1,-398.960386967659,0,1,0,700,-398.692583322525,0,0,-348.8389426767826,0,0,-348.9625089466572,0,0,-348.9788724184036,0,0,-349.32902747392654,0,0
1211,5,1,-1112.6650747912274,1,0,0,628,-887.0828652935369,43,0,-522.6884583234787,14,0,-2773.108752220869,164,0,-943.6597771644592,42,0,-719.0712352395058,24,15
1212,6,1,-839.8727183580404,0,1,0,700,-978.488256663084,0,193,-361.47419357299805,0,4,-1504.4811272621155,77,0,-727.5547658503056,25,1,-427.36524844169617,0,26
1213,10,1,-399.1336181283001,0,1,0,700,-398.96002247929573,0,0,-348.98131266236305,0,0,-348.9873964190483,0,0,-349.13913679122925,0,0,-349.6002222895622,0,0
1214,6,0,-398.35273005366315,0,1,0,700,-398.2107258737087,0,0,-348.2914308309555,0,0,-348.285821557045,0,0,-348.35636565089226,0,0,-348.6193063557148,0,0
1215,3,0,-417.1938765466213,0,1,0,700,-399.4230327010155,0,0,-349.2347276508808,0,0,-439.10843926668167,6,0,-349.03319051861763,0,0,-349.169992595911,0,0
1216,11,1,-398.77684984207167,0,1,0,700,-398.6460112631321,0,0,-348.37279587984085,0,0,-348.0665463209152,0,0,-347.80140295624733,0,0,-350.99749279022217,0,1
1217,0,1,117.58659038713996,1,0,0,170,118.24986332229204,0,0,-83.2218436896801,0,0,-83.22383266687393,0,0,-83.22228851914406,0,0,-86.36323222517967,0,1
1218,11,0,-399.1252662658693,0,1,0,700,-399.0153457224369,0,0,-349.10484302043915,0,0,-349.1366202533245,0,0,-349.1758271455765,0,0,-349.19369518756866,0,0
1219,11,1,199.81942572849138,1,0,0,66,200.05759684102875,0,0,-31.070609122514725,0,0,-31.055966287851334,0,0,-31.422996193170547,0,0,-31.982325166463852,0,0
1220,2,0,-514.4250076413157,0,1,1,700,-414.35113820433617,0,5,-637.5865071713924,20,1,-454.6894724071026,7,0,-515.161762803793,11,0,-350.33615761995316,0,0
1221,6,0,158.73249964714051,1,0,0,119,158.98434153199196,0,0,-57.24141961336136,0,0,-57.54958879947662,0,0,-57.392985224723816,0,0,-57.137849658727646,0,0
1222,11,0,199.80084934490066,1,0,0,66,199.93570197480065,0,0,-31.239067643880844,0,0,-31.2537644803524,0,0,-31.252018362283707,0,0,-31.758033335208893,0,0
1223,7,1,-398.7533943057062,0,1,0,700,-398.55413457751274,0,0,-348.56458204984665,0,0,-348.5676071047783,0,0,-349.0149290859699,0,0,-349.0657187104225,0,0
1224,10,0,-1601.466158604621,0,1,0,700,-397.8764174878597,0,0,-2072.745835572481,115,0,-977.9996716380119,42,0,-377.7807674109936,2,0,-3980.928100913763,242,1
1225,10,0,221.2655746306692,1,0,0,38,221.26527140395982,0,0,-17.976444095373154,0,0,-17.912886381149292,0,0,-17.858725368976593,0,0,-17.760770976543427,0,0
1226,3,1,-582.9839630961418,0,1,0,700,-519.4650047719479,8,1,-346.4511509537697,0,0,-346.4111015498638,0,0,-721.3359128534794,25,0,-781.2566453516483,29,0
1227,9,1,-399.0091163396835,0,1,1,700,-398.78509613871574,0,0,-348.63846719264984,0,0,-348.3350315988064,0,0,-348.09823793172836,1,0,-351.18874883651733,0,1
1228,0,0,-492.1857417285441,0,1,0,700,-473.95837768912315,5,0,-348.95863804221153,0,0,-709.0326748490334,24,0,-349.22392722964287,0,0,-379.75509083271027,2,0
1229,3,1,228.30954696025168,1,0,0,29,228.5081026681832,0,0,-13.2805897295475,0,0,-13.350913286209106,0,0,-13.541169285774231,0,0,-13.64483842253685,0,0
1230,8,1,-405.4128308594225,0,1,0,700,-399.78444516658783,0,0,-349.4874304831028,0,0,-349.3371881842613,0,0,-364.2083836197853,1,0,-364.24670684337616,1,0
1231,8,0,-426.55615499019626,0,1,0,700,-450.866888910532,0,17,-349.5616871416569,0,0,-415.5980524122715,0,22,-367.51037162542343,0,6,-349.24377486109734,0,0
1232,4,0,-407.39412790536863,0,1,0,700,-398.34654131531715,0,0,-348.34227722883224,0,0,-393.33563455939293,3,0,-348.3982952237129,0,0,-348.5478911995888,0,0
1233,11,1,64.39868898051124,1,0,0,234,67.72861180560929,0,0,-115.29384198784828,0,0,-115.19052958488464,0,0,-114.97748231887817,0,0,-132.84474158287048,0,6
1234,4,1,-402.27709333300595,0,1,0,700,-398.93547186255455,0,0,-348.78045800328255,0,0,-348.6922376155853,0,0,-363.43762794137,1,0,-351.5396712422371,0,1
1235,5,0,-884.6616483151921,0,1,0,700,-397.952907115221,0,0,-1203.2341544032097,57,0,-1923.7945652604103,105,0,-349.07033982872963,0,0,-349.2562749683857,0,0
1236,1,0,-326.5312966099807,1,0,0,687,-287.56649621043886,0,0,-356.0592954456806,1,0,-356.323410063982,1,0,-341.2215339541435,0,0,-506.34289023280144,11,0
1237,11,1,-15.049521926471186,1,0,0,325,-58.16337444526809,0,18,-161.4214888215065,0,0,-161.42663714289665,0,0,-161.41344767808914,0,0,-161.39409011602402,0,0
1238,6,1,-41.07544299960125,1,0,0,364,-33.80092793703079,0,0,-179.83346956968307,0,0,-209.78544798493385,2,0,-179.75858065485954,0,0,-186.19878885149956,0,2
1239,2,1,-195.75250860878413,1,0,0,464,-111.26819748112132,0,0,-229.02287301421165,0,0,-244.4029257595539,1,0,-589.409045368433,24,0,-274.3737871348858,3,0
1240,3,1,-288.9013374064648,1,0,0,500,-139.9613054905619,0,0,-622.1890333890915,25,0,-322.07502672076225,0,25,-247.31713563203812,0,0,-541.5356143712997,17,13
1241,2,0,-398.8666765928274,0,1,0,700,-399.02215057611465,0,0,-348.915897578001,0,0,-348.78652971982956,0,0,-348.636178791523,0,0,-348.972626298666,0,0
1242,9,0,-491.73843956589695,0,1,0,700,-443.0059283673763,3,0,-375.0861687362194,0,9,-348.04793548583984,0,0,-708.0064983963966,24,0,-384.5456668436527,0,12
